"","code","id","country","year","law","gdpcap","oda","polity","vote_un","conflict","ciri_physical","ciri_empower","ngo_member","compete","yrsoffc","party_orient","opposition","region_context","common_law"
"1","AFG",2,"Afghanistan",1993,0,NA,3.6e+08,20,0.25,1,NA,NA,85,0,1,0,"0",0.157895,0
"2","AFG",2,"Afghanistan",1994,0,NA,3.5e+08,20,0.311111,1,NA,NA,87,0,2,0,"0",0.157895,0
"3","AFG",2,"Afghanistan",1995,0,NA,3.1e+08,20,0.22807,1,NA,NA,84,0,3,0,"0",0.157895,0
"4","AFG",2,"Afghanistan",1996,0,NA,2.4e+08,13,0.340426,1,0,3,89,0,4,0,"0",0.157895,0
"5","AFG",2,"Afghanistan",1997,0,NA,3.7e+08,13,0.234043,1,0,3,86,0,1,0,"0",0.157895,0
"6","AFG",2,"Afghanistan",1998,0,NA,2.7e+08,13,0.3125,1,0,0,82,0,2,0,"0",0.157895,0
"7","AFG",2,"Afghanistan",1999,0,NA,2.2e+08,13,0.190476,1,0,2,76,0,3,0,"0",0.157895,0
"8","AFG",2,"Afghanistan",2000,0,NA,2.4e+08,13,0.2,1,0,1,69,0,4,0,"0",0.210526,0
"9","AFG",2,"Afghanistan",2001,0,NA,7.6e+08,NA,0.16129,1,0,0,67,0,5,0,"0",0.210526,0
"10","AFG",2,"Afghanistan",2002,0,231.973,2e+09,NA,0.176471,1,3,2,67,0,1,NA,"0",0.263158,0
"11","AFG",2,"Afghanistan",2003,0,241.621,2.2e+09,NA,0.153846,1,NA,NA,78,0,2,NA,"0",0.263158,0
"12","AFG",2,"Afghanistan",2004,0,234.997,2.8e+09,NA,0.117647,1,NA,NA,85,2,3,NA,"0",0.315789,0
"13","AFG",2,"Afghanistan",2005,1,252.408,3.4e+09,NA,0.118644,1,4,2,105,1,4,NA,"0",0.421053,0
"14","ALB",4,"Albania",1993,0,1177.85,4.4e+08,15,0.789474,0,6,8,179,0,1,1,"25",0,0
"15","ALB",4,"Albania",1994,0,1288.01,2.4e+08,15,0.709677,0,7,12,216,0,2,1,"25",0,0
"16","ALB",4,"Albania",1995,0,1470.84,2.5e+08,15,0.44,0,4,11,88,0,3,1,"25",0,0
"17","ALB",4,"Albania",1996,0,1612.76,3.2e+08,20,0.625,0,4,9,257,2,4,1,"25",0,0
"18","ALB",4,"Albania",1997,0,1452.49,2.6e+08,15,0.589744,0,4,10,299,2,5,1,"20.370000839999999",0.066667,0
"19","ALB",4,"Albania",1998,0,1639.84,4.2e+08,15,0.571429,0,5,12,348,0,1,3,"25.700000760000002",0.066667,0
"20","ALB",4,"Albania",1999,0,1809.55,7.8e+08,15,0.628571,0,5,12,365,0,2,3,"25.700000760000002",0.133333,0
"21","ALB",4,"Albania",2000,0,1949.28,5.3e+08,15,0.84,0,3,9,428,0,1,3,"25.700000760000002",0.2,0
"22","ALB",4,"Albania",2001,0,2097.7,4.6e+08,15,0.714286,0,6,11,450,2,2,3,"25.700000760000002",0.4,0
"23","ALB",4,"Albania",2002,0,2173.41,4.9e+08,17,0.444444,0,6,12,484,0,1,3,"36.810001370000002",0.466667,0
"24","ALB",4,"Albania",2003,0,2314.47,5e+08,17,0.520833,0,5,10,515,0,1,3,"36.810001370000002",0.466667,0
"25","ALB",4,"Albania",2004,0,2468.69,3.8e+08,17,0.547619,0,6,11,528,0,2,3,"36.810001370000002",0.466667,0
"26","ALB",4,"Albania",2005,0,2620.82,3.9e+08,19,0.512195,0,7,10,531,2,3,3,"36.810001370000002",0.466667,0
"27","ALB",4,"Albania",2006,0,2766.19,3.8e+08,19,0.366667,0,6,11,545,0,1,1,"30",0.466667,0
"28","ALB",4,"Albania",2007,0,2941.75,3.3e+08,19,0.391304,0,7,10,550,0,2,1,"30",0.4375,0
"29","ALB",4,"Albania",2008,0,3177.91,3.7e+08,19,0.372549,0,7,12,NA,0,3,1,"30",0.411765,0
"30","ALB",4,"Albania",2009,0,3288.43,3.7e+08,19,0.520833,0,7,11,NA,2,4,1,"30",0.470588,0
"31","ALB",4,"Albania",2010,0,3404.66,3.6e+08,19,0.488372,0,7,11,NA,0,5,1,"40.849998470000003",0.529412,0
"32","ALB",4,"Albania",2011,0,3502.64,3.5e+08,19,0.617021,0,NA,NA,NA,0,6,1,"40.849998470000003",0.529412,0
"33","ALB",4,"Albania",2012,0,3521.5,NA,NA,0.5,0,NA,NA,NA,0,7,1,"40.849998470000003",0.529412,0
"34","DZA",50,"Algeria",1993,0,2385.34,5.3e+08,13,0.222222,1,2,6,624,0,1,0,"0",0.157895,0
"35","DZA",50,"Algeria",1994,0,2314.94,4.8e+08,13,0.346154,1,2,4,623,0,2,0,"0",0.157895,0
"36","DZA",50,"Algeria",1995,0,2356.78,4.1e+08,17,0.238095,1,0,3,589,2,1,0,"0",0.157895,0
"37","DZA",50,"Algeria",1996,0,2409.86,4.3e+08,17,0.309091,1,3,6,646,0,2,0,"0",0.157895,0
"38","DZA",50,"Algeria",1997,0,2396.21,3.9e+08,17,0.26,1,0,6,655,2,3,0,"0",0.157895,0
"39","DZA",50,"Algeria",1998,0,2479.6,6.6e+08,17,0.244444,1,4,4,675,0,4,0,"0",0.157895,0
"40","DZA",50,"Algeria",1999,0,2521.65,2.2e+08,17,0.22,1,0,6,666,2,5,0,"0",0.157895,0
"41","DZA",50,"Algeria",2000,0,2541.12,3.5e+08,17,0.22449,1,4,7,680,0,1,3,"0",0.210526,0
"42","DZA",50,"Algeria",2001,0,2572.26,3.6e+08,17,0.137255,1,4,7,683,0,2,3,"0",0.210526,0
"43","DZA",50,"Algeria",2002,0,2658.2,3.3e+08,17,0.12069,1,2,6,684,2,3,3,"0",0.263158,0
"44","DZA",50,"Algeria",2003,0,2804.55,3.4e+08,17,0.138462,1,1,4,728,0,4,3,"9.5",0.263158,0
"45","DZA",50,"Algeria",2004,0,2910.02,4e+08,12,0.101695,1,5,4,724,2,5,3,"9.5",0.315789,0
"46","DZA",50,"Algeria",2005,0,3013.44,4.3e+08,12,0.081967,1,5,3,725,0,6,3,"9.5",0.421053,0
"47","DZA",50,"Algeria",2006,0,3025.05,2.9e+08,12,0.066667,1,1,5,745,0,7,3,"9.5",0.421053,0
"48","DZA",50,"Algeria",2007,0,3063.43,4.3e+08,12,0.045455,1,4,5,740,2,8,3,"9.5",0.421053,0
"49","DZA",50,"Algeria",2008,0,3081.78,3.2e+08,12,0.064516,1,5,3,NA,0,9,3,"5.0900001530000001",0.473684,0
"50","DZA",50,"Algeria",2009,0,3098.68,3.3e+08,12,0.142857,1,6,3,NA,2,10,3,"5.0900001530000001",0.473684,0
"51","DZA",50,"Algeria",2010,0,3151.38,2.1e+08,12,0.132075,1,5,3,NA,0,11,3,"5.0900001530000001",0.526316,0
"52","DZA",50,"Algeria",2011,0,3167.18,2e+08,12,0.156863,1,NA,NA,NA,0,12,3,"5.0900001530000001",0.631579,0
"53","DZA",50,"Algeria",2012,1,3185.72,NA,NA,0.153846,0,NA,NA,NA,NA,13,3,"5.0900001530000001",0.684211,0
"54","ADO",1,"Andorra",1993,0,22390.7,NA,NA,0.8,0,NA,NA,102,0,NA,NA,".",0.083333,0
"55","ADO",1,"Andorra",1994,0,22301.3,NA,NA,0.675676,0,NA,NA,215,0,NA,NA,".",0.083333,0
"56","ADO",1,"Andorra",1995,0,22504.7,NA,NA,0.510638,0,NA,NA,99,0,NA,NA,".",0.083333,0
"57","ADO",1,"Andorra",1996,0,23397.2,NA,NA,0.647059,0,NA,NA,145,0,NA,NA,".",0.083333,0
"58","ADO",1,"Andorra",1997,0,25592,NA,NA,0.6,0,NA,NA,153,0,NA,NA,".",0.083333,0
"59","ADO",1,"Andorra",1998,0,26530.1,NA,NA,0.560976,0,NA,NA,158,0,NA,NA,".",0.083333,0
"60","ADO",1,"Andorra",1999,0,27494.8,NA,NA,0.55814,0,NA,NA,162,0,NA,NA,".",0.083333,0
"61","ADO",1,"Andorra",2000,0,27256,NA,NA,0.545455,0,NA,NA,174,0,NA,NA,".",0.083333,0
"62","ADO",1,"Andorra",2001,0,29298.8,NA,NA,0.477273,0,8,13,179,NA,NA,NA,".",0.083333,0
"63","ADO",1,"Andorra",2002,0,29444.2,NA,NA,0.415094,0,NA,NA,185,0,NA,NA,".",0.083333,0
"64","ADO",1,"Andorra",2003,0,29769.2,NA,NA,0.415094,0,8,12,194,0,NA,NA,".",0.083333,0
"65","ADO",1,"Andorra",2004,0,30329.6,NA,NA,0.433962,0,8,13,198,0,NA,NA,".",0.083333,0
"66","ADO",1,"Andorra",2005,0,31269,NA,NA,0.368421,0,8,13,197,NA,NA,NA,".",0.083333,0
"67","ADO",1,"Andorra",2006,0,33125.4,NA,NA,0.35,0,8,13,202,0,NA,NA,".",0.083333,0
"68","ADO",1,"Andorra",2007,0,33840.2,NA,NA,0.377358,0,8,12,206,0,NA,NA,".",0.083333,0
"69","ADO",1,"Andorra",2008,0,35628.4,NA,NA,0.382979,0,8,12,NA,0,NA,NA,".",0.083333,0
"70","ADO",1,"Andorra",2009,0,NA,NA,NA,0.543478,0,8,12,NA,NA,NA,NA,".",0.083333,0
"71","ADO",1,"Andorra",2010,0,NA,NA,NA,0.488372,0,8,12,NA,0,NA,NA,".",0.083333,0
"72","ADO",1,"Andorra",2011,0,NA,NA,NA,0.595745,0,NA,NA,NA,NA,NA,NA,".",0.083333,0
"73","ADO",1,"Andorra",2012,0,NA,NA,NA,0.511628,0,NA,NA,NA,0,NA,NA,".",0.083333,0
"74","AGO",3,"Angola",1993,0,993.898,4.8e+08,19,0.194444,1,2,7,208,0,14,3,"34.099998470000003",0.041667,0
"75","AGO",3,"Angola",1994,0,996.162,7.1e+08,19,0.296296,1,2,3,27,0,15,3,"34.099998470000003",0.041667,0
"76","AGO",3,"Angola",1995,0,1066.92,6.1e+08,18,0.409091,1,1,0,192,0,16,3,"34.099998470000003",0.041667,0
"77","AGO",3,"Angola",1996,0,1153.35,6.8e+08,18,0.327273,1,0,3,208,0,17,3,"34.099998470000003",0.0625,0
"78","AGO",3,"Angola",1997,0,1211.44,5.8e+08,17,0.181818,1,0,4,214,0,18,3,"34.099998470000003",0.0625,0
"79","AGO",3,"Angola",1998,0,1259.79,5.5e+08,17,0.255814,1,1,3,213,0,19,3,"34.099998470000003",0.083333,0
"80","AGO",3,"Angola",1999,0,1264.69,6.2e+08,17,0.2,1,2,3,217,0,20,3,"34.099998470000003",0.145833,0
"81","AGO",3,"Angola",2000,0,1264.02,5.1e+08,17,0.378378,1,1,6,236,0,21,3,"34.099998470000003",0.166667,0
"82","AGO",3,"Angola",2001,0,1262.01,4.9e+08,17,0.181818,1,1,3,238,0,22,3,"34.099998470000003",0.1875,0
"83","AGO",3,"Angola",2002,1,1396.23,6.5e+08,18,0.137255,1,2,5,242,0,23,3,"34.099998470000003",0.208333,0
"84","ATG",8,"AntiguaBarbuda",1993,0,9964.85,4900000,NA,0.25641,0,NA,NA,160,0,NA,NA,".",0.114286,1
"85","ATG",8,"AntiguaBarbuda",1994,0,10327.6,6500000,NA,0.391304,0,NA,NA,161,0,NA,NA,".",0.142857,1
"86","ATG",8,"AntiguaBarbuda",1995,0,9635.76,3200000,NA,0.345455,0,NA,NA,141,0,NA,NA,".",0.142857,1
"87","ATG",8,"AntiguaBarbuda",1996,0,10007.6,5400000,NA,0.413793,0,NA,NA,169,0,NA,NA,".",0.142857,1
"88","ATG",8,"AntiguaBarbuda",1997,0,10207.8,6500000,NA,0.313726,0,NA,NA,177,0,NA,NA,".",0.142857,1
"89","ATG",8,"AntiguaBarbuda",1998,0,10374.2,1.4e+07,NA,0.214286,0,NA,NA,176,0,NA,NA,".",0.142857,1
"90","ATG",8,"AntiguaBarbuda",1999,0,10541.1,1.4e+07,NA,0.24,0,NA,NA,168,NA,NA,NA,".",0.142857,1
"91","ATG",8,"AntiguaBarbuda",2000,0,10909.4,1.5e+07,NA,0.26087,0,NA,NA,176,0,NA,NA,".",0.142857,1
"92","ATG",8,"AntiguaBarbuda",2001,0,10391.8,1.3e+07,NA,0.12,0,7,12,175,0,NA,NA,".",0.142857,1
"93","ATG",8,"AntiguaBarbuda",2002,0,10551.3,1.9e+07,NA,0.146341,0,NA,NA,167,0,NA,NA,".",0.142857,1
"94","ATG",8,"AntiguaBarbuda",2003,0,11124.5,8300000,NA,0.145161,0,7,12,182,0,NA,NA,".",0.2,1
"95","ATG",8,"AntiguaBarbuda",2004,0,11554.8,2e+06,NA,0.12,0,7,13,181,NA,NA,NA,".",0.257143,1
"96","ATG",8,"AntiguaBarbuda",2005,0,12135.5,1e+07,NA,0.084746,0,7,13,179,0,NA,NA,".",0.314286,1
"97","ATG",8,"AntiguaBarbuda",2006,0,13554.6,4300000,NA,0.084507,0,7,14,178,0,NA,NA,".",0.314286,1
"98","ATG",8,"AntiguaBarbuda",2007,0,14678.6,8200000,NA,0.079365,0,7,13,179,0,NA,NA,".",0.342857,1
"99","ATG",8,"AntiguaBarbuda",2008,0,14525.2,9100000,NA,0.112903,0,7,11,NA,0,NA,NA,".",0.342857,1
"100","ATG",8,"AntiguaBarbuda",2009,0,12636.2,6400000,NA,0.2,0,7,13,NA,NA,NA,NA,".",0.342857,1
"101","ATG",8,"AntiguaBarbuda",2010,0,11608.1,2e+07,NA,0.204545,0,7,12,NA,0,NA,NA,".",0.371429,1
"102","ATG",8,"AntiguaBarbuda",2011,0,11163.7,1.5e+07,NA,0.230769,0,NA,NA,NA,0,NA,NA,".",0.4,1
"103","ATG",8,"AntiguaBarbuda",2012,0,11306.4,NA,NA,0.203704,0,NA,NA,NA,0,NA,NA,".",0.4,1
"104","ARG",6,"Argentina",1993,0,4185.96,3.7e+08,17,0.5,0,5,11,1468,2,4,1,"26.11120008",0.114286,0
"105","ARG",6,"Argentina",1994,0,4373.92,2.3e+08,17,0.648649,0,5,11,1485,2,5,1,"30",0.142857,0
"106","ARG",6,"Argentina",1995,0,4196.55,1.8e+08,17,0.609756,0,7,13,1542,2,6,1,"30",0.142857,0
"107","ARG",6,"Argentina",1996,0,4374.37,1.9e+08,17,0.543478,0,5,13,1568,0,7,1,"21.739999770000001",0.142857,0
"108","ARG",6,"Argentina",1997,0,4672.64,1.5e+08,17,0.444444,0,5,13,1568,2,8,1,"21.739999770000001",0.142857,0
"109","ARG",6,"Argentina",1998,0,4796.29,1.1e+08,17,0.394737,0,3,13,1651,2,9,1,"6.9600000380000004",0.142857,0
"110","ARG",6,"Argentina",1999,0,4582.49,9.6e+07,18,0.372093,0,4,12,1666,0,10,1,"6.9600000380000004",0.142857,0
"111","ARG",6,"Argentina",2000,0,4498.47,5.8e+07,18,0.365854,0,3,13,1775,0,1,2,"33.700000760000002",0.142857,0
"112","ARG",6,"Argentina",2001,0,4257.42,2.5e+08,18,0.261905,0,3,12,1801,2,2,2,"33.700000760000002",0.142857,0
"113","ARG",6,"Argentina",2002,0,3757.89,8.3e+07,18,0.244898,0,4,14,1856,0,1,1,"23.100000380000001",0.142857,0
"114","ARG",6,"Argentina",2003,0,4053.04,1.4e+08,18,0.245283,0,5,13,1948,2,1,1,"23.100000380000001",0.2,0
"115","ARG",6,"Argentina",2004,0,4379.98,1.1e+08,18,0.176471,0,4,13,1956,0,2,3,".",0.257143,0
"116","ARG",6,"Argentina",2005,0,4740.07,1.2e+08,18,0.206897,0,6,13,1990,2,3,3,".",0.314286,0
"117","ARG",6,"Argentina",2006,0,5096.39,1.4e+08,18,0.169014,0,5,13,1993,0,4,3,".",0.314286,0
"118","ARG",6,"Argentina",2007,0,NA,1.1e+08,18,0.131148,0,6,13,1993,2,5,3,".",0.342857,0
"119","ARG",6,"Argentina",2008,0,NA,1.3e+08,18,0.152542,0,5,11,NA,0,1,3,".",0.342857,0
"120","ARG",6,"Argentina",2009,0,NA,1.3e+08,18,0.230769,0,5,12,NA,2,2,3,".",0.342857,0
"121","ARG",6,"Argentina",2010,0,NA,1.3e+08,18,0.215686,0,4,12,NA,0,3,3,".",0.371429,0
"122","ARG",6,"Argentina",2011,0,NA,8.4e+07,18,0.301887,0,NA,NA,NA,NA,4,3,".",0.4,0
"123","ARG",6,"Argentina",2012,0,NA,NA,NA,0.232143,0,NA,NA,NA,0,5,3,".",0.4,0
"124","ARM",7,"Armenia",1993,0,565.156,1.7e+08,17,0.428571,0,7,9,94,0,3,0,".",0,0
"125","ARM",7,"Armenia",1994,0,610.11,2.9e+08,17,0.487179,0,7,8,136,0,4,0,".",0,0
"126","ARM",7,"Armenia",1995,0,665.718,3e+08,13,0.407407,0,5,3,136,2,5,0,".",0,0
"127","ARM",7,"Armenia",1996,0,715.814,4.1e+08,14,0.488889,0,5,6,174,2,6,0,"16.879999160000001",0,0
"128","ARM",7,"Armenia",1997,0,748.019,2.5e+08,14,0.473684,0,5,6,202,0,7,0,"16.879999160000001",0,0
"129","ARM",7,"Armenia",1998,0,808.991,2.9e+08,15,0.333333,0,4,7,234,2,8,0,"16.879999160000001",0,0
"130","ARM",7,"Armenia",1999,0,840.857,3.1e+08,15,0.342105,0,6,8,253,2,1,0,"16.879999160000001",0,0
"131","ARM",7,"Armenia",2000,0,895.598,3.1e+08,15,0.333333,0,4,6,320,0,2,0,"12.039999959999999",0,0
"132","ARM",7,"Armenia",2001,0,986.362,3.2e+08,15,0.229167,0,6,9,334,0,3,0,"12.039999959999999",0,0
"133","ARM",7,"Armenia",2002,0,1121.17,4.4e+08,15,0.207547,0,6,8,360,0,4,0,"12.039999959999999",0,0
"134","ARM",7,"Armenia",2003,0,1283.22,3.4e+08,15,0.222222,0,6,5,384,2,5,0,"12.039999959999999",0.166667,0
"135","ARM",7,"Armenia",2004,0,1422.4,3.1e+08,15,0.2,0,4,8,408,0,6,0,"13.710000040000001",0.166667,0
"136","ARM",7,"Armenia",2005,0,1625.4,2e+08,15,0.166667,0,5,8,426,0,7,0,"13.710000040000001",0.25,0
"137","ARM",7,"Armenia",2006,0,1847.27,2.5e+08,15,0.116667,0,5,7,450,0,8,0,"13.710000040000001",0.25,0
"138","ARM",7,"Armenia",2007,0,2110.42,4e+08,15,0.137931,0,3,6,464,2,9,0,"13.710000040000001",0.333333,0
"139","ARM",7,"Armenia",2008,0,2265.42,3.2e+08,15,0.153846,0,3,3,NA,2,10,0,"6",0.333333,0
"140","ARM",7,"Armenia",2009,0,1950.98,5.6e+08,15,0.23913,0,3,3,NA,0,1,0,"6",0.416667,0
"141","ARM",7,"Armenia",2010,0,1995.01,3.6e+08,15,0.181818,0,3,3,NA,0,2,0,"6",0.5,0
"142","ARM",7,"Armenia",2011,0,2089.14,3.8e+08,15,0.309524,0,NA,NA,NA,0,3,0,"6",0.5,0
"143","ARM",7,"Armenia",2012,0,2234.66,NA,NA,0.222222,0,NA,NA,NA,NA,4,0,"6",0.666667,0
"144","AUS",9,"Australia",1993,0,25068,NA,20,0.5,0,8,12,1851,2,2,3,"34.740001679999999",0.076923,1
"145","AUS",9,"Australia",1994,0,25808.2,NA,20,0.609756,0,6,13,1877,0,3,3,"36.770000459999999",0.076923,1
"146","AUS",9,"Australia",1995,0,26515.6,NA,20,0.555556,0,8,14,1951,0,4,3,"36.770000459999999",0.076923,1
"147","AUS",9,"Australia",1996,0,27214.6,NA,20,0.596154,0,7,13,2016,2,5,3,"36.770000459999999",0.076923,1
"148","AUS",9,"Australia",1997,0,27961.6,NA,20,0.565217,0,7,13,2016,0,1,1,"38.799999239999998",0.076923,1
"149","AUS",9,"Australia",1998,0,28923.6,NA,20,0.55,0,7,13,2142,2,2,1,"38.799999239999998",0.076923,1
"150","AUS",9,"Australia",1999,0,30011.7,NA,20,0.547619,0,7,13,2171,0,3,1,"40.049999239999998",0.076923,1
"151","AUS",9,"Australia",2000,0,30796.6,NA,20,0.55814,0,7,13,2306,0,4,1,"40.049999239999998",0.076923,1
"152","AUS",9,"Australia",2001,0,30961.3,NA,20,0.5,0,7,13,2332,2,5,1,"40.049999239999998",0.076923,1
"153","AUS",9,"Australia",2002,0,31782.5,NA,20,0.5,0,7,13,2379,0,6,1,"37.840000150000002",0.076923,1
"154","AUS",9,"Australia",2003,0,32381.9,NA,20,0.574468,0,7,13,2528,0,7,1,"37.840000150000002",0.076923,1
"155","AUS",9,"Australia",2004,0,33336.2,NA,20,0.636364,0,7,13,2545,2,8,1,"37.840000150000002",0.076923,1
"156","AUS",9,"Australia",2005,0,33947.6,NA,20,0.574074,0,7,13,2577,0,9,1,"37.66999817",0.076923,1
"157","AUS",9,"Australia",2006,0,34468.2,NA,20,0.571429,0,7,13,2618,0,10,1,"37.66999817",0.076923,1
"158","AUS",9,"Australia",2007,0,35232.6,NA,20,0.576923,0,7,13,2604,2,11,1,"37.66999817",0.076923,1
"159","AUS",9,"Australia",2008,0,35930.5,NA,20,0.537037,0,7,11,NA,0,1,3,"36.599998470000003",0.076923,1
"160","AUS",9,"Australia",2009,0,35861.3,NA,20,0.7,0,6,13,NA,0,2,3,"36.599998470000003",0.076923,1
"161","AUS",9,"Australia",2010,0,36134.5,NA,20,0.617021,0,7,13,NA,2,3,3,"36.599998470000003",0.076923,1
"162","AUS",9,"Australia",2011,0,36585,NA,20,0.729167,0,NA,NA,NA,0,1,3,".",0.076923,1
"163","AUS",9,"Australia",2012,0,37228.2,NA,NA,0.636364,0,NA,NA,NA,0,2,3,".",0.076923,1
"164","AUT",10,"Austria",1993,0,28911,NA,20,0.59375,0,7,13,2243,0,7,3,"16.13999939",0.083333,0
"165","AUT",10,"Austria",1994,0,29491.8,NA,20,0.642857,0,7,13,2306,2,8,3,"16.13999939",0.083333,0
"166","AUT",10,"Austria",1995,0,30232.3,NA,20,0.482143,0,7,12,2405,2,9,3,"22.5",0.083333,0
"167","AUT",10,"Austria",1996,0,30936.2,NA,20,0.622642,0,8,12,2496,0,10,3,"21.899999619999999",0.083333,0
"168","AUT",10,"Austria",1997,0,31614.6,NA,20,0.586957,0,8,11,2496,0,11,3,"21.899999619999999",0.083333,0
"169","AUT",10,"Austria",1998,0,32775.4,NA,20,0.547619,0,6,10,2626,2,1,3,"21.899999619999999",0.083333,0
"170","AUT",10,"Austria",1999,0,33869.4,NA,20,0.534884,0,7,11,2684,2,2,3,"21.899999619999999",0.083333,0
"171","AUT",10,"Austria",2000,0,35027.3,NA,20,0.534884,0,5,10,2816,0,1,1,"33.150001529999997",0.083333,0
"172","AUT",10,"Austria",2001,0,35192.6,NA,20,0.465116,0,7,11,2844,0,2,1,"33.150001529999997",0.083333,0
"173","AUT",10,"Austria",2002,0,35613.1,NA,20,0.411765,0,7,11,2914,2,3,1,"33.150001529999997",0.083333,0
"174","AUT",10,"Austria",2003,0,35746.9,NA,20,0.425926,0,6,11,3088,0,4,1,"36.509998320000001",0.083333,0
"175","AUT",10,"Austria",2004,0,36445.8,NA,20,0.433962,0,7,11,3106,2,5,1,"36.509998320000001",0.083333,0
"176","AUT",10,"Austria",2005,0,37067.3,NA,20,0.381818,0,7,11,3144,0,6,1,"36.509998320000001",0.083333,0
"177","AUT",10,"Austria",2006,0,38237.9,NA,20,0.316667,0,7,12,3182,0,7,1,"36.509998320000001",0.083333,0
"178","AUT",10,"Austria",2007,0,39501.5,NA,20,0.350877,0,7,12,3171,0,1,3,"11.210000040000001",0.083333,0
"179","AUT",10,"Austria",2008,0,39895.1,NA,20,0.339623,0,7,12,NA,2,2,3,"11.210000040000001",0.083333,0
"180","AUT",10,"Austria",2009,0,38255.9,NA,20,0.521739,0,7,13,NA,0,3,3,"17.540000920000001",0.083333,0
"181","AUT",10,"Austria",2010,0,38926.5,NA,20,0.425532,0,7,14,NA,2,4,3,"17.540000920000001",0.083333,0
"182","AUT",10,"Austria",2011,0,39815.4,NA,20,0.574468,0,NA,NA,NA,0,5,3,"17.540000920000001",0.083333,0
"183","AUT",10,"Austria",2012,0,39969.7,NA,NA,0.4375,0,NA,NA,NA,0,6,3,"17.540000920000001",0.083333,0
"184","AZE",11,"Azerbaijan",1993,0,942.145,3.8e+07,17,0.314286,1,3,4,64,2,1,0,".",0,0
"185","AZE",11,"Azerbaijan",1994,0,746.385,2.3e+08,17,0.439024,1,3,4,92,0,1,0,".",0,0
"186","AZE",11,"Azerbaijan",1995,0,650.773,1.7e+08,14,0.333333,1,4,5,124,2,2,0,".",0,0
"187","AZE",11,"Azerbaijan",1996,0,652.609,1.4e+08,14,0.418605,0,3,4,150,2,3,0,".",0,0
"188","AZE",11,"Azerbaijan",1997,0,683.832,2.7e+08,14,0.365854,0,3,7,150,0,4,0,".",0,0
"189","AZE",11,"Azerbaijan",1998,0,745.109,1.8e+08,13,0.315789,0,4,4,192,2,5,0,".",0,0
"190","AZE",11,"Azerbaijan",1999,0,793.255,2.5e+08,13,0.317073,0,5,6,223,0,6,0,".",0,0
"191","AZE",11,"Azerbaijan",2000,0,874.096,2e+08,13,0.27907,0,4,4,243,2,7,0,"6.3099999430000002",0,0
"192","AZE",11,"Azerbaijan",2001,0,953.218,3.4e+08,13,0.146341,0,5,6,267,2,8,0,"6.3099999430000002",0,0
"193","AZE",11,"Azerbaijan",2002,0,1046.42,5.1e+08,13,0.150943,0,4,5,291,0,9,0,"6.3099999430000002",0,0
"194","AZE",11,"Azerbaijan",2003,0,1154.84,4e+08,13,0.142857,0,3,3,321,2,10,0,"6.3099999430000002",0.166667,0
"195","AZE",11,"Azerbaijan",2004,1,1261.54,2.2e+08,13,0.113208,0,3,4,337,0,1,0,"6.3099999430000002",0.166667,0
"196","BHS",19,"Bahamas",1993,0,19566.8,1600000,NA,0.27907,0,NA,NA,263,0,1,1,"44.740001679999999",0.114286,1
"197","BHS",19,"Bahamas",1994,0,19838,1300000,NA,0.428571,0,NA,NA,260,0,2,1,"44.740001679999999",0.142857,1
"198","BHS",19,"Bahamas",1995,0,20393.8,5900000,NA,0.327273,0,NA,NA,251,0,3,1,"44.740001679999999",0.142857,1
"199","BHS",19,"Bahamas",1996,0,20983.4,2e+06,NA,0.444444,0,NA,NA,270,0,4,1,"44.740001679999999",0.142857,1
"200","BHS",19,"Bahamas",1997,0,21179.6,5100000,NA,0.333333,0,NA,NA,268,0,5,1,"44.740001679999999",0.142857,1
"201","BHS",19,"Bahamas",1998,0,21942.9,3.5e+07,NA,0.295455,0,NA,NA,265,0,1,1,"41.900001529999997",0.142857,1
"202","BHS",19,"Bahamas",1999,0,23228.8,1.8e+07,NA,0.270833,0,NA,NA,263,0,2,1,"41.900001529999997",0.142857,1
"203","BHS",19,"Bahamas",2000,0,23841.9,7100000,NA,0.3,0,NA,NA,271,0,3,1,"41.900001529999997",0.142857,1
"204","BHS",19,"Bahamas",2001,0,24044.2,1.1e+07,NA,0.222222,0,7,14,269,0,4,1,"41.900001529999997",0.142857,1
"205","BHS",19,"Bahamas",2002,0,24212.4,5400000,NA,0.2,0,NA,NA,270,NA,5,1,"41.900001529999997",0.142857,1
"206","BHS",19,"Bahamas",2003,0,23407.4,4600000,NA,0.20339,0,6,14,286,0,1,2,"41.099998470000003",0.2,1
"207","BHS",19,"Bahamas",2004,0,23117.8,5500000,NA,0.107143,0,6,13,288,0,2,2,"41.099998470000003",0.257143,1
"208","BHS",19,"Bahamas",2005,0,23416.9,NA,NA,0.107143,0,7,12,282,0,3,2,"41.099998470000003",0.314286,1
"209","BHS",19,"Bahamas",2006,0,23538.9,NA,NA,0.123288,0,6,10,291,0,4,2,"41.099998470000003",0.314286,1
"210","BHS",19,"Bahamas",2007,0,23430.7,NA,NA,0.138462,0,6,13,285,NA,5,2,"41.099998470000003",0.342857,1
"211","BHS",19,"Bahamas",2008,0,22472.9,NA,NA,0.152542,0,6,11,NA,0,1,1,"46.950000760000002",0.342857,1
"212","BHS",19,"Bahamas",2009,0,21160.9,NA,NA,0.183673,0,6,13,NA,0,2,1,"46.950000760000002",0.342857,1
