"","code","id","country","year","law","gdpcap","oda","polity","vote_un","conflict","ciri_physical","ciri_empower","ngo_member","compete","yrsoffc","party_orient","opposition","region_context","common_law"
"1665","KSV",94,"Kosovo",2008,0,2580.25,NA,18,NA,0,NA,NA,NA,0,NA,NA,".",0.411765,0
"1666","KSV",94,"Kosovo",2009,0,2633.84,8.2e+08,18,NA,0,6,9,NA,0,NA,NA,".",0.470588,0
"1667","KSV",94,"Kosovo",2010,0,2714.67,6.6e+08,18,NA,0,7,8,NA,NA,NA,NA,".",0.529412,0
"1668","KSV",94,"Kosovo",2011,0,2826.09,6.6e+08,18,NA,0,NA,NA,NA,0,NA,NA,".",0.529412,0
"1669","KSV",94,"Kosovo",2012,0,2908.45,NA,NA,NA,0,NA,NA,NA,0,NA,NA,".",0.529412,0
"1670","KWT",96,"Kuwait",1993,0,NA,3e+06,13,0.282609,0,4,5,454,0,16,0,".",0.157895,0
"1671","KWT",96,"Kuwait",1994,0,NA,6500000,13,0.403846,0,6,5,454,0,17,0,".",0.157895,0
"1672","KWT",96,"Kuwait",1995,0,31248.4,5500000,13,0.287879,0,5,4,465,0,18,0,".",0.157895,0
"1673","KWT",96,"Kuwait",1996,0,31454.9,3.4e+07,13,0.396552,0,2,3,471,1,19,0,".",0.157895,0
"1674","KWT",96,"Kuwait",1997,0,31232.9,1900000,13,0.333333,0,5,4,471,0,20,0,".",0.157895,0
"1675","KWT",96,"Kuwait",1998,0,30756,1.1e+07,13,0.291667,0,5,5,483,0,21,0,".",0.157895,0
"1676","KWT",96,"Kuwait",1999,0,28607.8,1.3e+07,13,0.277778,0,5,5,499,1,22,0,".",0.157895,0
"1677","KWT",96,"Kuwait",2000,0,28570.9,6500000,13,0.28,0,5,4,533,0,23,0,".",0.210526,0
"1678","KWT",96,"Kuwait",2001,0,27698.5,8e+06,13,0.163265,0,6,5,523,0,24,0,".",0.210526,0
"1679","KWT",96,"Kuwait",2002,0,27587.5,9200000,13,0.15,0,6,4,521,0,25,0,".",0.263158,0
"1680","KWT",96,"Kuwait",2003,0,31323.9,7600000,13,0.125,0,6,3,550,1,26,0,".",0.263158,0
"1681","KWT",96,"Kuwait",2004,0,33259.9,4600000,13,0.114754,0,6,3,551,0,27,0,".",0.315789,0
"1682","KWT",96,"Kuwait",2005,0,35185.9,NA,13,0.09375,0,5,3,560,0,28,0,".",0.421053,0
"1683","KWT",96,"Kuwait",2006,0,35160.9,NA,13,0.083333,0,7,4,566,2,29,0,".",0.421053,0
"1684","KWT",96,"Kuwait",2007,0,34723.8,NA,13,0.061538,0,6,4,563,0,1,0,".",0.421053,0
"1685","KWT",96,"Kuwait",2008,0,34462.6,NA,13,0.084746,0,6,2,NA,1,2,0,".",0.473684,0
"1686","KWT",96,"Kuwait",2009,0,30991.8,NA,13,0.115385,0,6,5,NA,1,3,0,".",0.473684,0
"1687","KWT",96,"Kuwait",2010,0,30532.9,NA,13,0.169811,0,6,4,NA,0,4,0,".",0.526316,0
"1688","KWT",96,"Kuwait",2011,0,31626.2,NA,13,0.183673,0,NA,NA,NA,0,5,0,".",0.631579,0
"1689","KWT",96,"Kuwait",2012,0,NA,NA,NA,0.166667,0,NA,NA,NA,NA,6,0,".",0.684211,0
"1690","KGZ",89,"Kyrgyz Republic",1993,0,455.572,1.4e+08,17,0.5,0,8,8,41,0,3,1,".",0,0
"1691","KGZ",89,"Kyrgyz Republic",1994,0,364.199,2.5e+08,17,0.393939,0,7,7,65,0,4,1,".",0,0
"1692","KGZ",89,"Kyrgyz Republic",1995,0,341.024,3.7e+08,17,0.521739,0,6,6,65,2,5,1,".",0,0
"1693","KGZ",89,"Kyrgyz Republic",1996,0,359.819,3.1e+08,17,0.515152,0,6,7,78,0,6,1,".",0,0
"1694","KGZ",89,"Kyrgyz Republic",1997,0,389.769,3.6e+08,17,0.414634,0,7,9,94,0,7,1,".",0,0
"1695","KGZ",89,"Kyrgyz Republic",1998,0,391.98,3.6e+08,17,0.363636,0,7,7,110,0,8,1,".",0,0
"1696","KGZ",89,"Kyrgyz Republic",1999,0,400.316,4.1e+08,17,NA,0,6,8,125,0,9,1,".",0,0
"1697","KGZ",89,"Kyrgyz Republic",2000,0,417.043,3.2e+08,17,0.282051,0,6,4,148,2,10,1,".",0,0
"1698","KGZ",89,"Kyrgyz Republic",2001,0,435.088,2.9e+08,17,NA,0,6,8,161,0,11,0,"27.700000760000002",0,0
"1699","KGZ",89,"Kyrgyz Republic",2002,0,431.038,2.8e+08,17,0.243243,0,6,6,174,0,12,1,"27.700000760000002",0,0
"1700","KGZ",89,"Kyrgyz Republic",2003,0,456.529,2.7e+08,17,0.173077,0,5,4,195,0,13,1,"27.700000760000002",0.166667,0
"1701","KGZ",89,"Kyrgyz Republic",2004,0,482.732,3.3e+08,17,0.12,0,5,6,200,0,14,1,"27.700000760000002",0.166667,0
"1702","KGZ",89,"Kyrgyz Republic",2005,0,476.48,3.3e+08,13,0.12069,0,6,6,210,2,15,1,"27.700000760000002",0.25,0
"1703","KGZ",89,"Kyrgyz Republic",2006,0,486.012,3.8e+08,14,0.064516,0,4,6,225,0,1,0,".",0.25,0
"1704","KGZ",89,"Kyrgyz Republic",2007,0,522.525,3e+08,13,0.051724,0,4,7,231,2,2,0,".",0.333333,0
"1705","KGZ",89,"Kyrgyz Republic",2008,0,561.068,3.7e+08,13,0.103448,0,6,4,NA,0,3,0,"5.1111999988555903",0.333333,0
"1706","KGZ",89,"Kyrgyz Republic",2009,0,570.335,3.4e+08,11,0.145833,0,4,5,NA,2,4,0,"5.1111999988555903",0.416667,0
"1707","KGZ",89,"Kyrgyz Republic",2010,0,560.915,4e+08,14,0.219512,0,4,5,NA,2,5,0,"5.1111999988555903",0.5,0
"1708","KGZ",89,"Kyrgyz Republic",2011,0,587.136,5.2e+08,17,0.25,0,NA,NA,NA,2,1,0,"5.1111999988555903",0.5,0
"1709","KGZ",89,"Kyrgyz Republic",2012,0,574.818,NA,NA,0.204082,0,NA,NA,NA,0,1,0,"5.1111999988555903",0.666667,0
"1710","LAO",97,"Laos",1993,0,279.827,3.1e+08,13,0.153846,0,6,4,16,0,1,3,"0",0.227273,0
"1711","LAO",97,"Laos",1994,0,294.677,3.1e+08,13,0.175,0,7,5,64,0,2,3,"0",0.227273,0
"1712","LAO",97,"Laos",1995,0,307.606,3.9e+08,13,0.189655,0,7,5,61,0,3,3,"0",0.227273,0
"1713","LAO",97,"Laos",1996,0,321.325,4.6e+08,13,0.229167,0,8,4,68,0,4,3,"0",0.227273,0
"1714","LAO",97,"Laos",1997,0,335.986,4.9e+08,13,0.146341,0,7,4,79,1,1,3,"0",0.227273,0
"1715","LAO",97,"Laos",1998,0,342.32,4.3e+08,13,0.131579,0,5,3,85,0,2,3,"0",0.227273,0
"1716","LAO",97,"Laos",1999,0,360.588,4.2e+08,13,0.116279,0,5,2,97,0,3,3,"0",0.227273,0
"1717","LAO",97,"Laos",2000,0,375.116,4.3e+08,13,0.191489,0,4,3,111,0,4,3,"0",0.272727,0
"1718","LAO",97,"Laos",2001,0,390.752,4.1e+08,13,0.065217,0,4,2,118,0,5,3,"0",0.318182,0
"1719","LAO",97,"Laos",2002,0,408.277,4.4e+08,13,0.056604,0,4,3,124,1,6,3,"0",0.304348,0
"1720","LAO",97,"Laos",2003,0,427.357,4.2e+08,13,0.118644,0,1,3,139,0,7,3,".",0.347826,0
"1721","LAO",97,"Laos",2004,0,448.144,3.5e+08,13,0.054545,0,3,4,144,0,8,3,".",0.347826,0
"1722","LAO",97,"Laos",2005,0,472.408,3.8e+08,13,0.067797,0,3,3,151,0,9,3,".",0.434783,0
"1723","LAO",97,"Laos",2006,0,503.964,4.5e+08,13,0.059701,0,4,2,157,1,10,3,".",0.478261,0
"1724","LAO",97,"Laos",2007,0,531.667,4.6e+08,13,0.04918,0,4,2,157,0,1,3,"0",0.521739,0
"1725","LAO",97,"Laos",2008,0,561.518,5.4e+08,13,0.052632,0,5,3,NA,0,2,3,"0",0.521739,0
"1726","LAO",97,"Laos",2009,0,591.233,4.7e+08,13,0.115385,0,5,2,NA,0,3,3,"0",0.608696,0
"1727","LAO",97,"Laos",2010,0,628.831,4.5e+08,13,0.12,0,6,3,NA,0,4,3,"0",0.652174,0
"1728","LAO",97,"Laos",2011,0,666.296,4e+08,13,0.163265,0,NA,NA,NA,NA,5,3,"0",0.652174,0
"1729","LAO",97,"Laos",2012,0,707.19,NA,NA,0.173077,0,NA,NA,NA,0,6,3,"0",0.73913,0
"1730","LVA",107,"Latvia",1993,0,3166.07,5.2e+07,18,0.586207,0,7,11,288,2,2,NA,".",0,0
"1731","LVA",107,"Latvia",1994,0,3290.01,8.4e+07,18,0.735294,0,5,11,389,0,1,1,"13.350000380000001",0,0
"1732","LVA",107,"Latvia",1995,0,3305.73,8.9e+07,18,0.794118,0,5,10,489,2,1,1,"13.350000380000001",0,0
"1733","LVA",107,"Latvia",1996,0,3469.91,1e+08,18,0.744186,0,7,10,587,0,1,2,"15.100000380000001",0,0
"1734","LVA",107,"Latvia",1997,0,3794.95,1.2e+08,18,0.604651,0,7,10,587,0,2,2,"15.100000380000001",0.066667,0
"1735","LVA",107,"Latvia",1998,0,4011.83,1.5e+08,18,0.605263,0,6,13,715,2,1,1,"18.049999239999998",0.066667,0
"1736","LVA",107,"Latvia",1999,0,4234.68,1.6e+08,18,0.564103,0,7,13,774,0,2,1,"18.049999239999998",0.133333,0
"1737","LVA",107,"Latvia",2000,0,4560.84,1.6e+08,18,0.6,0,7,13,827,0,3,1,"18.049999239999998",0.2,0
"1738","LVA",107,"Latvia",2001,0,4965.3,1.9e+08,18,0.5,0,6,11,869,0,4,1,"18.049999239999998",0.4,0
"1739","LVA",107,"Latvia",2002,0,5323.73,1.3e+08,18,0.444444,0,7,12,924,2,5,1,"18.049999239999998",0.466667,0
"1740","LVA",107,"Latvia",2003,0,5739.42,1.6e+08,18,0.462963,0,7,12,990,0,1,2,"19.030000690000001",0.466667,0
"1741","LVA",107,"Latvia",2004,0,6271.25,2.1e+08,18,0.462963,0,6,12,1051,0,2,2,"19.030000690000001",0.466667,0
"1742","LVA",107,"Latvia",2005,0,6973.16,NA,18,0.410714,0,7,11,1094,0,1,2,"23.979999540000001",0.466667,0
"1743","LVA",107,"Latvia",2006,0,7869.18,NA,18,0.355932,0,7,11,1145,2,2,2,"23.979999540000001",0.466667,0
"1744","LVA",107,"Latvia",2007,0,8699.39,NA,18,0.418182,0,6,11,1168,0,3,2,"16.370000839999999",0.4375,0
"1745","LVA",107,"Latvia",2008,0,8367,NA,18,0.387755,0,6,7,NA,0,1,1,"16.370000839999999",0.411765,0
"1746","LVA",107,"Latvia",2009,0,6898.99,NA,18,0.565217,0,7,11,NA,0,2,1,"16.370000839999999",0.470588,0
"1747","LVA",107,"Latvia",2010,0,6923.89,NA,18,0.511628,0,7,9,NA,2,1,1,"14.4112000007629",0.529412,0
"1748","LVA",107,"Latvia",2011,0,7946.47,NA,18,0.625,0,NA,NA,NA,NA,NA,0,".",0.529412,0
"1749","LVA",107,"Latvia",2012,0,8526.99,NA,NA,0.52381,0,NA,NA,NA,0,1,0,"20.811199996948201",0.529412,0
"1750","LBN",98,"Lebanon",1993,0,5065.42,2.2e+08,NA,0.171429,0,NA,NA,495,0,4,1,"0",0.157895,0
"1751","LBN",98,"Lebanon",1994,0,5335.11,3.4e+08,NA,0.306122,0,NA,NA,507,0,5,1,"0",0.157895,0
"1752","LBN",98,"Lebanon",1995,0,5573.66,2.6e+08,NA,0.196721,0,NA,NA,522,0,6,1,"0",0.157895,0
"1753","LBN",98,"Lebanon",1996,0,5788.24,3.3e+08,NA,0.245283,0,NA,NA,537,2,7,1,"0",0.157895,0
"1754","LBN",98,"Lebanon",1997,0,5616.13,4e+08,NA,0.166667,0,NA,NA,537,0,8,1,".",0.157895,0
"1755","LBN",98,"Lebanon",1998,0,5778.11,5.3e+08,NA,0.162791,0,NA,NA,563,0,9,1,".",0.157895,0
"1756","LBN",98,"Lebanon",1999,0,5674.14,3e+08,NA,0.148936,0,NA,NA,577,0,1,0,".",0.157895,0
"1757","LBN",98,"Lebanon",2000,0,5610.58,3.3e+08,NA,0.191489,0,NA,NA,612,2,2,0,".",0.210526,0
"1758","LBN",98,"Lebanon",2001,0,5620.09,3.2e+08,NA,0.137255,0,4,8,625,0,3,0,".",0.210526,0
"1759","LBN",98,"Lebanon",2002,0,5548.59,3.2e+08,NA,0.12069,0,5,7,650,0,4,0,".",0.263158,0
"1760","LBN",98,"Lebanon",2003,0,5457.33,7.3e+08,NA,0.125,0,4,5,704,0,5,0,".",0.263158,0
"1761","LBN",98,"Lebanon",2004,0,5616.66,3.3e+08,NA,0.071429,0,4,6,711,0,6,0,".",0.315789,0
"1762","LBN",98,"Lebanon",2005,0,5483.18,2.8e+08,17,0.103448,0,4,8,739,2,7,0,".",0.421053,0
"1763","LBN",98,"Lebanon",2006,0,5390.43,9.9e+08,17,0.098592,0,6,7,749,0,8,0,".",0.421053,0
"1764","LBN",98,"Lebanon",2007,0,5710.78,1.1e+09,17,0.078125,0,4,7,756,0,9,0,".",0.421053,0
"1765","LBN",98,"Lebanon",2008,0,6171.33,1.1e+09,17,0.098361,0,5,5,NA,NA,10,0,".",0.473684,0
"1766","LBN",98,"Lebanon",2009,0,6599.98,6.1e+08,17,0.148148,0,5,5,NA,2,1,1,".",0.473684,0
"1767","LBN",98,"Lebanon",2010,0,6908.79,4.7e+08,17,0.137255,0,4,7,NA,0,2,1,".",0.526316,0
"1768","LBN",98,"Lebanon",2011,0,7048.44,4.7e+08,17,0.18,0,NA,NA,NA,0,3,1,".",0.631579,0
"1769","LBN",98,"Lebanon",2012,0,7079.12,NA,NA,0.134615,0,NA,NA,NA,0,4,1,".",0.684211,0
"1770","LSO",104,"Lesotho",1993,0,554.773,2.3e+08,18,0.214286,0,6,NA,244,2,2,0,"0",0.041667,1
"1771","LSO",104,"Lesotho",1994,0,573.704,1.8e+08,18,0.372093,0,3,9,252,0,1,3,"22.649999619999999",0.041667,1
"1772","LSO",104,"Lesotho",1995,0,575.586,1.6e+08,18,0.319149,0,4,9,234,0,2,3,"22.649999619999999",0.041667,1
"1773","LSO",104,"Lesotho",1996,0,596.959,1.4e+08,18,0.451613,0,7,12,234,0,3,3,"22.649999619999999",0.0625,1
"1774","LSO",104,"Lesotho",1997,0,613.594,1.4e+08,18,0.25,0,7,12,267,0,4,3,"22.649999619999999",0.0625,1
"1775","LSO",104,"Lesotho",1998,0,617.465,9.1e+07,20,0.413793,0,NA,NA,271,2,5,3,"22.649999619999999",0.083333,1
"1776","LSO",104,"Lesotho",1999,0,613.88,4.7e+07,12,0.2,0,8,12,268,0,1,3,"24.469999309999999",0.145833,1
"1777","LSO",104,"Lesotho",2000,0,639.659,6.2e+07,14,0.37931,0,6,11,267,0,2,3,"24.469999309999999",0.166667,1
"1778","LSO",104,"Lesotho",2001,0,661.27,9.1e+07,16,0.214286,0,6,12,259,0,3,3,"24.469999309999999",0.1875,1
"1779","LSO",104,"Lesotho",2002,0,659.859,1.2e+08,18,0.122807,0,7,13,261,2,4,3,"24.469999309999999",0.208333,1
"1780","LSO",104,"Lesotho",2003,0,685.986,1.1e+08,18,0.140625,0,6,13,277,0,5,3,"22.409999849999998",0.25,1
"1781","LSO",104,"Lesotho",2004,0,696.839,1.2e+08,18,0.105263,0,7,13,279,0,6,3,"22.409999849999998",0.25,1
"1782","LSO",104,"Lesotho",2005,0,710.548,8e+07,18,0.098361,0,6,13,275,0,7,3,"22.409999849999998",0.291667,1
"1783","LSO",104,"Lesotho",2006,0,735.59,8.1e+07,18,0.089552,0,6,12,271,0,8,3,"22.409999849999998",0.3125,1
"1784","LSO",104,"Lesotho",2007,0,764.354,1.4e+08,18,0.065574,0,6,12,273,2,9,3,"22.409999849999998",0.333333,1
"1785","LSO",104,"Lesotho",2008,0,801.452,1.5e+08,18,0.103448,0,6,11,NA,0,10,3,".",0.354167,1
"1786","LSO",104,"Lesotho",2009,0,822.888,1.3e+08,18,0.16,0,6,10,NA,0,11,3,".",0.416667,1
"1787","LSO",104,"Lesotho",2010,0,879.224,2.7e+08,18,0.145833,0,6,10,NA,0,12,3,".",0.4375,1
"1788","LSO",104,"Lesotho",2011,0,902.828,2.6e+08,18,0.183673,0,NA,NA,NA,0,13,3,".",0.428571,1
"1789","LSO",104,"Lesotho",2012,0,928.537,NA,NA,0.176471,0,NA,NA,NA,0,14,3,".",0.428571,1
"1790","LBR",99,"Liberia",1993,0,69.2621,1.9e+08,20,NA,0,NA,NA,271,0,3,0,"0",0.041667,1
"1791","LBR",99,"Liberia",1994,0,53.8456,9.7e+07,20,NA,0,NA,NA,266,0,4,0,"0",0.041667,1
"1792","LBR",99,"Liberia",1995,0,50.0422,1.7e+08,20,1,0,NA,NA,276,0,1,0,"0",0.041667,1
"1793","LBR",99,"Liberia",1996,0,53.0986,2.3e+08,20,0.416667,0,0,6,268,0,1,0,"0",0.0625,1
"1794","LBR",99,"Liberia",1997,0,101.776,1.2e+08,20,0.302326,0,2,6,260,2,1,0,"0",0.0625,1
"1795","LBR",99,"Liberia",1998,0,122.054,1.2e+08,20,NA,0,0,7,258,0,1,0,"9.5699996949999999",0.083333,1
"1796","LBR",99,"Liberia",1999,0,139.956,1.4e+08,20,NA,0,1,6,241,0,2,0,"9.5699996949999999",0.145833,1
"1797","LBR",99,"Liberia",2000,0,166.787,1.1e+08,20,NA,1,0,7,239,0,3,0,"9.5699996949999999",0.166667,1
"1798","LBR",99,"Liberia",2001,0,196.387,6.1e+07,20,NA,1,1,5,228,0,4,0,"9.5699996949999999",0.1875,1
"1799","LBR",99,"Liberia",2002,0,252.955,8.5e+07,20,NA,1,1,6,218,0,5,0,"9.5699996949999999",0.208333,1
"1800","LBR",99,"Liberia",2003,0,166.992,1.5e+08,11,NA,1,1,6,230,0,6,0,"9.5699996949999999",0.25,1
"1801","LBR",99,"Liberia",2004,0,155.453,2.6e+08,13,0.125,0,7,9,225,0,1,NA,"0",0.25,1
"1802","LBR",99,"Liberia",2005,0,165.76,2.7e+08,15,0.116279,0,7,10,216,2,2,NA,"0",0.291667,1
"1803","LBR",99,"Liberia",2006,0,175.788,3.1e+08,16,0.103448,0,5,11,217,0,1,0,"23.399999619999999",0.3125,1
"1804","LBR",99,"Liberia",2007,0,195.426,7.7e+08,16,0.12,0,6,11,212,0,2,0,"23.399999619999999",0.333333,1
"1805","LBR",99,"Liberia",2008,0,207.16,1.3e+09,16,0.155172,0,5,8,NA,0,3,0,"23.399999619999999",0.354167,1
"1806","LBR",99,"Liberia",2009,0,226.497,5.5e+08,16,0.234043,0,5,8,NA,0,4,0,"23.399999619999999",0.416667,1
"1807","LBR",99,"Liberia",2010,0,242.612,1.5e+09,16,0.1875,0,5,10,NA,0,5,0,"23.399999619999999",0.4375,1
"1808","LBR",99,"Liberia",2011,0,257.612,7.7e+08,16,0.277778,0,NA,NA,NA,NA,6,0,"23.399999619999999",0.428571,1
"1809","LBR",99,"Liberia",2012,0,277.94,NA,NA,0.235294,0,NA,NA,NA,0,7,0,".",0.428571,1
"1810","LBY",100,"Libya",1993,0,NA,4400000,13,0.136364,0,2,2,312,0,24,3,"0",0.157895,0
"1811","LBY",100,"Libya",1994,0,NA,5900000,13,0.277778,0,1,2,319,0,25,3,"0",0.157895,0
"1812","LBY",100,"Libya",1995,0,NA,7700000,13,0.153846,0,2,2,292,0,26,3,"0",0.157895,0
"1813","LBY",100,"Libya",1996,0,NA,5e+06,13,0.275862,0,1,4,322,0,27,3,"0",0.157895,0
"1814","LBY",100,"Libya",1997,0,NA,5900000,13,0.192308,0,2,1,305,0,28,3,"0",0.157895,0
"1815","LBY",100,"Libya",1998,0,NA,8300000,13,0.212766,0,2,2,309,0,29,3,"0",0.157895,0
"1816","LBY",100,"Libya",1999,0,6802.99,7100000,13,0.196078,0,3,1,309,0,30,3,"0",0.157895,0
"1817","LBY",100,"Libya",2000,0,6941.24,2.5e+07,13,0.1875,0,4,2,319,0,31,3,"0",0.210526,0
"1818","LBY",100,"Libya",2001,0,6538.56,1.2e+07,13,0.117647,0,1,3,321,0,32,3,"0",0.210526,0
"1819","LBY",100,"Libya",2002,0,6354.82,1.1e+07,13,0.118644,0,3,2,332,0,33,3,"0",0.263158,0
"1820","LBY",100,"Libya",2003,0,7072.06,1.1e+07,13,0.111111,0,3,2,356,0,34,3,"0",0.263158,0
"1821","LBY",100,"Libya",2004,0,7270.09,1.6e+07,13,0.084746,0,4,2,352,0,35,3,"0",0.315789,0
"1822","LBY",100,"Libya",2005,0,7864.94,2.9e+07,13,0.078125,0,3,3,353,0,36,3,"0",0.421053,0
"1823","LBY",100,"Libya",2006,0,8194.18,4.2e+07,13,0.054795,0,3,3,363,0,37,3,"0",0.421053,0
"1824","LBY",100,"Libya",2007,0,8542.17,2.1e+07,13,0.046154,0,3,3,365,0,38,3,"0",0.421053,0
"1825","LBY",100,"Libya",2008,0,8723.9,7.5e+07,13,0.065574,0,3,3,NA,0,39,3,"0",0.473684,0
"1826","LBY",100,"Libya",2009,0,8776.4,4.3e+07,13,0.111111,0,3,1,NA,0,40,3,"0",0.473684,0
"1827","LBY",100,"Libya",2010,0,NA,8700000,13,0.14,0,3,1,NA,0,41,3,"0",0.526316,0
"1828","LBY",100,"Libya",2011,0,NA,6.4e+08,20,0.22,1,NA,NA,NA,0,42,3,"0",0.631579,0
"1829","LBY",100,"Libya",2012,0,NA,NA,NA,0.214286,0,NA,NA,NA,NA,43,3,"0",0.684211,0
"1830","LIE",102,"Liechtenstein",1993,0,73705.7,NA,NA,0.580645,0,NA,NA,198,0,NA,NA,".",0.083333,0
"1831","LIE",102,"Liechtenstein",1994,0,77628,NA,NA,0.625,0,NA,NA,191,0,NA,NA,".",0.083333,0
"1832","LIE",102,"Liechtenstein",1995,0,80986.5,NA,NA,0.613636,0,NA,NA,188,0,NA,NA,".",0.083333,0
"1833","LIE",102,"Liechtenstein",1996,0,85297.7,NA,NA,0.615385,0,NA,NA,209,0,NA,NA,".",0.083333,0
"1834","LIE",102,"Liechtenstein",1997,0,90104.1,NA,NA,0.604651,0,NA,NA,213,0,NA,NA,".",0.083333,0
"1835","LIE",102,"Liechtenstein",1998,0,95684.2,NA,NA,0.525,0,NA,NA,205,0,NA,NA,".",0.083333,0
"1836","LIE",102,"Liechtenstein",1999,0,104194,NA,NA,0.545455,0,NA,NA,204,0,NA,NA,".",0.083333,0
"1837","LIE",102,"Liechtenstein",2000,0,106194,NA,NA,0.522727,0,NA,NA,224,0,NA,NA,".",0.083333,0
"1838","LIE",102,"Liechtenstein",2001,0,104213,NA,NA,0.465116,0,8,14,227,NA,NA,NA,".",0.083333,0
"1839","LIE",102,"Liechtenstein",2002,0,102121,NA,NA,0.392157,0,NA,NA,227,0,NA,NA,".",0.083333,0
"1840","LIE",102,"Liechtenstein",2003,0,99204.1,NA,NA,0.425926,0,8,14,231,0,NA,NA,".",0.083333,0
"1841","LIE",102,"Liechtenstein",2004,0,101317,NA,NA,0.431373,0,8,13,234,0,NA,NA,".",0.083333,0
"1842","LIE",102,"Liechtenstein",2005,0,105307,NA,NA,0.381818,0,8,12,241,NA,NA,NA,".",0.083333,0
"1843","LIE",102,"Liechtenstein",2006,0,113470,NA,NA,0.322034,0,8,12,242,0,NA,NA,".",0.083333,0
"1844","LIE",102,"Liechtenstein",2007,0,116314,NA,NA,0.351852,0,8,13,243,0,NA,NA,".",0.083333,0
"1845","LIE",102,"Liechtenstein",2008,0,117494,NA,NA,0.339286,0,8,14,NA,NA,NA,NA,".",0.083333,0
"1846","LIE",102,"Liechtenstein",2009,0,115262,NA,NA,0.543478,0,8,13,NA,0,NA,NA,".",0.083333,0
"1847","LIE",102,"Liechtenstein",2010,0,NA,NA,NA,0.446809,0,8,14,NA,0,NA,NA,".",0.083333,0
"1848","LIE",102,"Liechtenstein",2011,0,NA,NA,NA,0.574468,0,NA,NA,NA,0,NA,NA,".",0.083333,0
"1849","LIE",102,"Liechtenstein",2012,0,NA,NA,NA,0.458333,0,NA,NA,NA,NA,NA,NA,".",0.083333,0
"1850","LTU",105,"Lithuania",1993,0,4182.7,9.6e+07,20,0.592593,0,8,11,356,2,1,3,".",0,0
"1851","LTU",105,"Lithuania",1994,0,3800.5,1.1e+08,20,0.741935,0,8,13,482,0,2,3,".",0,0
"1852","LTU",105,"Lithuania",1995,0,3955.87,2.4e+08,20,0.529412,0,8,13,581,0,3,3,".",0,0
"1853","LTU",105,"Lithuania",1996,0,4192.65,1.3e+08,20,0.717391,0,7,13,668,2,4,3,".",0,0
"1854","LTU",105,"Lithuania",1997,0,4539.17,1.6e+08,20,0.604651,0,7,12,668,2,5,3,".",0.066667,0
"1855","LTU",105,"Lithuania",1998,0,4920.98,2e+08,20,0.589744,0,7,13,793,2,1,0,".",0.066667,0
"1856","LTU",105,"Lithuania",1999,0,4902.82,2.1e+08,20,0.571429,0,7,13,848,2,2,0,".",0.133333,0
"1857","LTU",105,"Lithuania",2000,0,5097.93,1.7e+08,20,0.571429,0,7,11,915,0,3,0,".",0.2,0
"1858","LTU",105,"Lithuania",2001,0,5469.83,2.6e+08,20,0.488372,0,6,12,967,0,4,0,"31.079999919999999",0.4,0
"1859","LTU",105,"Lithuania",2002,0,5865.85,2.3e+08,20,0.4375,0,7,12,1019,2,5,0,"31.079999919999999",0.466667,0
"1860","LTU",105,"Lithuania",2003,0,6494.73,5.2e+08,20,0.5,0,7,11,1104,2,6,0,"31.079999919999999",0.466667,0
"1861","LTU",105,"Lithuania",2004,0,7009.92,3.1e+08,20,0.425926,0,7,12,1159,2,1,1,"0",0.466667,0
"1862","LTU",105,"Lithuania",2005,0,7603.97,NA,20,0.392857,0,7,10,1202,0,1,0,"14.75",0.466667,0
"1863","LTU",105,"Lithuania",2006,0,8249.34,NA,20,0.35,0,7,11,1247,0,2,0,"14.75",0.466667,0
"1864","LTU",105,"Lithuania",2007,0,9110.63,NA,20,0.410714,0,7,10,1267,0,3,0,"14.75",0.4375,0
"1865","LTU",105,"Lithuania",2008,0,9426.21,NA,20,0.372549,0,7,8,NA,2,4,0,"14.75",0.411765,0
"1866","LTU",105,"Lithuania",2009,0,8081.53,NA,20,0.574468,0,7,10,NA,2,5,0,".",0.470588,0
"1867","LTU",105,"Lithuania",2010,0,8320.17,NA,20,0.511111,0,7,10,NA,0,1,0,".",0.529412,0
"1868","LTU",105,"Lithuania",2011,0,9554.63,NA,20,0.625,0,NA,NA,NA,0,2,0,".",0.529412,0
"1869","LTU",105,"Lithuania",2012,0,10056.4,NA,NA,0.534884,0,NA,NA,NA,NA,3,0,".",0.529412,0
"1870","LUX",106,"Luxembourg",1993,0,56042.1,NA,NA,0.677419,0,7,14,1051,0,9,2,"16.170000080000001",0.083333,0
"1871","LUX",106,"Luxembourg",1994,0,57396.5,NA,NA,0.707317,0,8,14,1080,0,10,2,"16.170000080000001",0.083333,0
"1872","LUX",106,"Luxembourg",1995,0,57406.4,NA,NA,0.508772,0,8,14,1122,0,11,2,"18.850000380000001",0.083333,0
"1873","LUX",106,"Luxembourg",1996,0,57488.4,NA,NA,0.692308,0,8,14,1155,0,1,2,"18.850000380000001",0.083333,0
"1874","LUX",106,"Luxembourg",1997,0,60143.2,NA,NA,0.630435,0,8,14,1155,0,2,2,"18.850000380000001",0.083333,0
"1875","LUX",106,"Luxembourg",1998,0,63255.6,NA,NA,0.585366,0,8,14,1181,0,3,2,"18.850000380000001",0.083333,0
"1876","LUX",106,"Luxembourg",1999,0,67661.9,NA,NA,0.581395,0,8,14,1175,NA,4,2,"18.850000380000001",0.083333,0
