"","cowcode","COUNTRY","YEAR","ACTIVITIES_RESTRICT","VISIT_RESTRICT","TRAVEL_RESTRICT","FUNDING_INT","FUNDING_DOM","VISAS_DIFFICULTIES","VISAS_DENIED","HARASS_AMOUNT","ARREST","SURVEIL","KILLING","COOPT"
"98",160,"Argentina",2010,0,0,0,0,0,0,0,0,0,0,0,0
"99",160,"Argentina",2011,0,0,0,0,0,0,0,0,0,0,0,0
"100",160,"Argentina",2012,0,0,0,0,0,0,0,0,0,0,0,0
"101",160,"Argentina",2013,0,0,0,0,0,0,0,0,0,0,0,0
"102",160,"Argentina",2014,1,0,0,0,0,1,0,0,0,0,0,0
"103",371,"Armenia",1994,0,0,0,0,0,0,0,0,0,0,0,0
"104",371,"Armenia",1995,1,1,0,0,0,0,0,0,0,0,0,0
"105",371,"Armenia",1996,1,1,0,0,0,0,0,0,0,0,0,0
"106",371,"Armenia",1997,1,0,0,0,0,0,0,1,0,0,0,0
"107",371,"Armenia",1998,1,1,0,0,0,0,0,0,0,0,0,0
"108",371,"Armenia",1999,1,1,0,0,0,0,0,1,0,0,0,0
"109",371,"Armenia",2000,0,0,0,0,0,0,0,0,0,0,0,0
"110",371,"Armenia",2001,0,0,0,0,0,0,0,0,0,0,0,0
"111",371,"Armenia",2002,0,0,0,0,0,0,0,0,0,0,0,0
"112",371,"Armenia",2003,1,0,0,0,0,0,0,1,0,0,0,0
"113",371,"Armenia",2004,1,1,0,0,0,0,0,0,0,0,0,0
"114",371,"Armenia",2005,1,0,0,0,0,0,0,1,0,0,0,0
"115",371,"Armenia",2006,1,0,0,0,0,0,0,1,0,0,0,0
"116",371,"Armenia",2007,1,0,0,0,0,0,0,1,0,0,0,0
"117",371,"Armenia",2008,1,0,0,0,0,0,0,1,1,0,0,0
"118",371,"Armenia",2009,1,0,0,0,0,0,0,1,1,0,0,0
"119",371,"Armenia",2010,1,0,0,0,0,0,0,0,0,0,0,0
"120",371,"Armenia",2011,1,0,0,0,0,0,0,1,0,0,0,0
"121",371,"Armenia",2012,1,0,0,0,0,0,0,1,0,0,0,0
"122",371,"Armenia",2013,1,0,0,0,0,0,0,2,0,0,0,0
"123",371,"Armenia",2014,1,0,0,1,0,0,0,1,0,1,0,0
"124",373,"Azerbaijan",1994,1,0,0,0,0,0,0,1,0,0,0,0
"125",373,"Azerbaijan",1995,1,1,0,0,1,0,0,2,2,1,0,0
"126",373,"Azerbaijan",1996,1,1,0,0,0,0,0,0,0,0,0,0
"127",373,"Azerbaijan",1997,1,1,0,0,0,0,0,0,0,0,0,0
"128",373,"Azerbaijan",1998,1,1,0,0,0,0,0,1,0,0,0,0
"129",373,"Azerbaijan",1999,1,1,0,0,0,0,0,0,0,0,0,0
"130",373,"Azerbaijan",2000,1,1,0,0,0,0,0,1,0,0,0,0
"131",373,"Azerbaijan",2001,1,0,0,0,0,0,0,1,0,0,0,0
"132",373,"Azerbaijan",2002,1,1,0,0,0,0,0,1,0,0,0,0
"133",373,"Azerbaijan",2003,1,0,0,0,1,0,0,1,1,0,0,0
"134",373,"Azerbaijan",2004,1,0,0,1,1,0,0,1,0,0,0,0
"135",373,"Azerbaijan",2005,1,0,0,1,0,0,0,1,0,0,0,0
"136",373,"Azerbaijan",2006,1,0,0,1,0,0,0,1,0,0,0,0
"137",373,"Azerbaijan",2007,1,0,0,1,0,0,0,1,0,0,0,0
"138",373,"Azerbaijan",2008,1,1,0,1,0,0,0,2,0,0,0,0
"139",373,"Azerbaijan",2009,1,1,0,1,0,0,0,2,0,0,0,0
"140",373,"Azerbaijan",2010,1,0,0,1,0,0,0,2,0,0,0,0
"141",373,"Azerbaijan",2011,1,0,0,0,1,1,1,1,0,1,0,1
"142",373,"Azerbaijan",2012,1,0,0,0,1,1,1,1,0,0,0,1
"143",373,"Azerbaijan",2013,1,0,0,1,1,0,0,2,0,1,0,1
"144",373,"Azerbaijan",2014,1,0,1,1,1,0,0,2,2,2,0,0
"145",31,"Bahamas",1994,0,0,0,0,0,0,0,0,0,0,0,0
"146",31,"Bahamas",1995,0,0,0,0,0,0,0,0,0,0,0,0
"147",31,"Bahamas",1996,0,0,0,0,0,0,0,0,0,0,0,0
"148",31,"Bahamas",1997,0,0,0,0,0,0,0,0,0,0,0,0
"149",31,"Bahamas",1998,0,0,0,0,0,0,0,0,0,0,0,0
"150",31,"Bahamas",1999,0,0,0,0,0,0,0,0,0,0,0,0
"151",31,"Bahamas",2000,0,0,0,0,0,0,0,0,0,0,0,0
"152",31,"Bahamas",2001,0,0,0,0,0,0,0,0,0,0,0,0
"153",31,"Bahamas",2002,0,0,0,0,0,0,0,0,0,0,0,0
"154",31,"Bahamas",2003,0,0,0,0,0,0,0,0,0,0,0,0
"155",31,"Bahamas",2004,0,0,0,0,0,0,0,0,0,0,0,0
"156",31,"Bahamas",2005,0,0,0,0,0,0,0,0,0,0,0,0
"157",31,"Bahamas",2006,0,0,0,0,0,0,0,0,0,0,0,0
"158",31,"Bahamas",2007,0,0,0,0,0,0,0,0,0,0,0,0
"159",31,"Bahamas",2008,0,0,0,0,0,0,0,0,0,0,0,0
"160",31,"Bahamas",2009,0,0,0,0,0,0,0,0,0,0,0,0
"161",31,"Bahamas",2010,0,0,0,0,0,0,0,0,0,0,0,0
"162",31,"Bahamas",2011,0,0,0,0,0,0,0,0,0,0,0,0
"163",31,"Bahamas",2012,0,0,0,0,0,0,0,0,0,0,0,0
"164",31,"Bahamas",2013,0,0,0,0,0,0,0,0,0,0,0,0
"165",31,"Bahamas",2014,0,0,0,0,0,0,0,0,0,0,0,0
"166",692,"Bahrain",1994,0,0,0,0,0,0,0,0,0,0,0,0
"167",692,"Bahrain",1995,0,0,0,0,0,0,0,0,0,0,0,0
"168",692,"Bahrain",1996,1,0,0,0,0,0,0,0,0,0,0,0
"169",692,"Bahrain",1997,0,0,0,0,0,0,0,0,0,0,0,0
"170",692,"Bahrain",1998,0,0,0,0,0,0,0,0,0,0,0,0
"171",692,"Bahrain",1999,0,0,0,0,0,0,0,0,0,0,0,0
"172",692,"Bahrain",2000,1,1,0,0,0,0,0,0,0,0,0,0
"173",692,"Bahrain",2001,1,0,0,0,0,0,0,0,0,0,0,0
"174",692,"Bahrain",2002,1,0,0,0,0,0,0,0,0,0,0,0
"175",692,"Bahrain",2003,1,0,0,0,0,0,0,1,0,1,0,1
"176",692,"Bahrain",2004,1,0,0,0,0,0,0,1,0,0,0,0
"177",692,"Bahrain",2005,1,0,0,0,1,0,0,0,0,0,0,0
"178",692,"Bahrain",2006,1,0,0,0,1,1,1,0,0,0,0,1
"179",692,"Bahrain",2007,1,0,0,0,1,1,1,0,0,0,0,1
"180",692,"Bahrain",2008,1,0,1,0,0,0,0,0,0,0,0,1
"181",692,"Bahrain",2009,1,0,0,0,0,0,0,0,0,0,0,1
"182",692,"Bahrain",2010,1,1,0,0,0,0,1,2,1,0,0,1
"183",692,"Bahrain",2011,1,0,0,0,0,1,1,2,1,1,0,0
"184",692,"Bahrain",2012,1,0,0,0,0,1,1,2,1,1,0,0
"185",692,"Bahrain",2013,1,0,0,0,0,1,1,2,1,0,0,0
"186",692,"Bahrain",2014,1,0,0,0,0,1,1,2,1,0,0,0
