"","cowcode","COUNTRY","YEAR","ACTIVITIES_RESTRICT","VISIT_RESTRICT","TRAVEL_RESTRICT","FUNDING_INT","FUNDING_DOM","VISAS_DIFFICULTIES","VISAS_DENIED","HARASS_AMOUNT","ARREST","SURVEIL","KILLING","COOPT"
"187",771,"Bangladesh",1994,1,0,0,1,0,1,1,1,0,0,0,0
"188",771,"Bangladesh",1995,1,0,0,1,0,1,0,1,0,0,0,0
"189",771,"Bangladesh",1996,1,0,0,0,0,1,0,1,0,0,0,0
"190",771,"Bangladesh",1997,1,0,0,0,0,1,0,1,0,0,0,0
"191",771,"Bangladesh",1998,1,0,0,1,0,1,0,1,0,0,0,0
"192",771,"Bangladesh",1999,1,0,0,1,0,0,0,1,0,0,0,0
"193",771,"Bangladesh",2000,1,0,0,1,0,1,0,1,0,0,0,0
"194",771,"Bangladesh",2001,1,0,0,1,0,1,0,1,0,0,0,0
"195",771,"Bangladesh",2002,1,0,0,0,0,1,0,1,0,0,0,0
"196",771,"Bangladesh",2003,1,0,0,0,0,1,0,1,0,0,0,0
"197",771,"Bangladesh",2004,1,0,0,1,0,1,0,1,1,0,0,0
"198",771,"Bangladesh",2005,1,0,0,1,0,1,0,1,0,0,0,0
"199",771,"Bangladesh",2006,1,0,0,1,0,0,0,2,1,1,0,1
"200",771,"Bangladesh",2007,1,0,0,1,0,0,0,2,1,0,0,0
"201",771,"Bangladesh",2008,1,0,0,0,0,0,0,1,0,0,0,0
"202",771,"Bangladesh",2009,1,0,0,1,0,0,0,1,0,0,0,0
"203",771,"Bangladesh",2010,1,0,0,1,0,0,0,1,0,0,0,0
"204",771,"Bangladesh",2011,1,0,0,0,0,0,0,0,0,0,0,0
"205",771,"Bangladesh",2012,1,0,0,0,0,1,1,2,0,1,0,0
"206",771,"Bangladesh",2013,1,0,0,0,0,1,1,2,1,1,1,0
"207",771,"Bangladesh",2014,1,0,0,1,0,1,1,2,1,2,0,0
"208",53,"Barbados",1994,0,0,0,0,0,0,0,0,0,0,0,0
"209",53,"Barbados",1995,0,0,0,0,0,0,0,0,0,0,0,0
"210",53,"Barbados",1996,0,0,0,0,0,0,0,0,0,0,0,0
"211",53,"Barbados",1997,0,0,0,1,0,0,0,0,0,0,0,0
"212",53,"Barbados",1998,0,0,0,0,0,0,0,0,0,0,0,0
"213",53,"Barbados",1999,0,0,0,0,0,0,0,0,0,0,0,0
"214",53,"Barbados",2000,0,0,0,0,0,0,0,0,0,0,0,0
"215",53,"Barbados",2001,0,0,0,0,0,0,0,0,0,0,0,0
"216",53,"Barbados",2002,0,0,0,0,0,0,0,0,0,0,0,0
"217",53,"Barbados",2003,0,0,0,0,0,0,0,0,0,0,0,0
"218",53,"Barbados",2004,0,0,0,0,0,0,0,0,0,0,0,0
"219",53,"Barbados",2005,0,0,0,0,0,0,0,0,0,0,0,0
"220",53,"Barbados",2006,0,0,0,0,0,0,0,0,0,0,0,0
"221",53,"Barbados",2007,0,0,0,0,0,0,0,0,0,0,0,0
"222",53,"Barbados",2008,0,0,0,0,0,0,0,0,0,0,0,0
"223",53,"Barbados",2009,0,0,0,0,0,0,0,0,0,0,0,0
"224",53,"Barbados",2010,0,0,0,0,0,0,0,0,0,0,0,0
"225",53,"Barbados",2011,0,0,0,0,0,0,0,0,0,0,0,0
"226",53,"Barbados",2012,0,0,0,0,0,0,0,0,0,0,0,0
"227",53,"Barbados",2013,0,0,0,0,0,0,0,0,0,0,0,0
"228",53,"Barbados",2014,0,0,0,0,0,0,0,0,0,0,0,0
"229",370,"Belarus",2008,1,0,0,1,1,1,0,2,1,2,0,0
"230",370,"Belarus",2009,1,0,1,1,1,1,1,2,0,2,0,0
"231",370,"Belarus",2010,1,0,0,1,1,1,1,2,2,2,0,1
"232",370,"Belarus",1994,1,0,0,0,0,1,1,1,0,0,0,0
"233",370,"Belarus",1995,1,0,0,0,0,0,0,1,0,0,0,0
"234",370,"Belarus",1996,1,0,0,0,0,0,0,0,0,0,0,0
"235",370,"Belarus",1997,1,0,0,0,0,0,0,2,2,2,0,1
"236",370,"Belarus",1998,1,0,0,0,1,0,0,1,2,2,0,0
"237",370,"Belarus",1999,1,0,0,0,1,0,0,2,2,2,0,0
"238",370,"Belarus",2000,1,0,0,0,1,0,0,2,1,2,0,0
"239",370,"Belarus",2001,1,0,0,1,1,1,1,2,0,2,0,0
"240",370,"Belarus",2002,1,0,0,1,1,1,1,2,0,2,0,0
"241",370,"Belarus",2003,1,0,0,1,0,1,1,2,0,1,0,0
"242",370,"Belarus",2004,1,0,0,1,0,1,1,2,0,1,0,0
"243",370,"Belarus",2005,1,0,0,1,0,1,1,2,0,1,0,0
"244",370,"Belarus",2006,1,0,0,1,0,1,1,2,1,1,0,0
"245",370,"Belarus",2007,1,0,0,1,1,1,1,2,1,1,0,0
"246",370,"Belarus",2011,1,0,0,1,1,1,1,2,0,1,0,0
"247",370,"Belarus",2012,1,0,0,1,1,1,1,2,1,1,0,0
"248",370,"Belarus",2013,1,0,0,1,1,1,1,2,1,1,0,0
"249",370,"Belarus",2014,1,0,0,1,1,1,1,2,1,2,0,1
"250",80,"Belize",1994,0,0,0,0,0,0,0,0,0,0,0,0
"251",80,"Belize",1995,0,0,0,0,0,0,0,0,0,0,0,0
"252",80,"Belize",1996,0,0,0,0,0,0,0,0,0,0,0,0
"253",80,"Belize",1997,0,0,0,0,0,0,0,0,0,0,0,0
"254",80,"Belize",1998,0,0,0,0,0,0,0,0,0,0,0,0
"255",80,"Belize",1999,0,0,0,0,0,0,0,0,0,0,0,0
"256",80,"Belize",2000,0,0,0,0,0,0,0,0,0,0,0,0
"257",80,"Belize",2001,0,0,0,0,0,0,0,0,0,0,0,0
"258",80,"Belize",2002,0,0,0,0,0,0,0,0,0,0,0,0
"259",80,"Belize",2003,1,0,0,0,0,0,0,0,1,0,0,0
"260",80,"Belize",2004,0,0,0,0,0,0,0,0,0,0,0,0
"261",80,"Belize",2005,0,0,0,0,0,0,0,0,0,0,0,0
"262",80,"Belize",2006,0,0,0,0,0,0,0,0,0,0,0,0
"263",80,"Belize",2007,0,0,0,0,0,0,0,0,0,0,0,0
"264",80,"Belize",2008,0,0,0,0,0,0,0,0,0,0,0,0
"265",80,"Belize",2009,0,0,0,0,0,0,0,0,0,0,0,0
"266",80,"Belize",2010,0,0,0,0,0,0,0,0,0,0,0,0
"267",80,"Belize",2011,0,0,0,0,0,0,0,0,0,0,0,0
"268",80,"Belize",2012,0,0,0,0,0,0,0,0,0,0,0,0
"269",80,"Belize",2013,0,0,0,0,0,0,0,0,0,0,0,0
"270",80,"Belize",2014,0,0,0,0,0,0,0,0,0,0,0,0
"271",434,"Benin",1994,0,0,0,0,0,0,0,0,0,0,0,0
"272",434,"Benin",1995,0,0,0,0,0,0,0,0,0,0,0,0
"273",434,"Benin",1996,0,0,0,0,0,0,0,0,0,0,0,0
"274",434,"Benin",1997,0,0,0,0,0,0,0,0,0,0,0,0
"275",434,"Benin",1998,0,0,0,0,0,0,0,0,0,0,0,0
"276",434,"Benin",1999,0,0,0,0,0,0,0,0,0,0,0,0
"277",434,"Benin",2000,0,0,0,0,0,0,0,0,0,0,0,0
"278",434,"Benin",2001,0,0,0,0,0,0,0,0,0,0,0,0
"279",434,"Benin",2002,0,0,0,0,0,0,0,0,0,0,0,0
"280",434,"Benin",2003,0,0,0,0,0,0,0,0,0,0,0,0
"281",434,"Benin",2004,0,0,0,0,0,0,0,0,0,0,0,0
"282",434,"Benin",2005,0,0,0,0,0,0,0,0,0,0,0,0
"283",434,"Benin",2006,0,0,0,0,0,0,0,0,0,0,0,0
"284",434,"Benin",2007,0,0,0,0,0,0,0,0,0,0,0,0
"285",434,"Benin",2008,0,0,0,0,0,0,0,0,0,0,0,0
"286",434,"Benin",2009,0,0,0,0,0,0,0,0,0,0,0,0
"287",434,"Benin",2010,0,0,0,0,0,0,0,0,0,0,0,0
"288",434,"Benin",2011,0,0,0,0,0,0,0,0,0,0,0,0
"289",434,"Benin",2012,0,0,0,0,0,0,0,0,0,0,0,0
"290",434,"Benin",2013,0,0,0,0,0,0,0,0,0,0,0,0
"291",434,"Benin",2014,0,0,0,0,0,0,0,0,0,0,0,0
"292",760,"Bhutan",1994,0,0,0,0,0,0,0,0,0,0,0,0
"293",760,"Bhutan",1995,0,0,0,0,0,0,0,0,0,0,0,0
"294",760,"Bhutan",1996,0,0,0,0,0,0,0,0,0,0,0,0
"295",760,"Bhutan",1997,0,0,0,0,0,0,0,0,0,0,0,0
"296",760,"Bhutan",1998,0,0,0,0,0,0,0,0,0,0,0,0
"297",760,"Bhutan",1999,0,0,0,0,0,0,0,0,0,0,0,0
"298",760,"Bhutan",2000,1,0,0,0,0,0,0,0,0,0,0,0
"299",760,"Bhutan",2001,1,0,0,0,0,0,0,0,0,0,0,0
"300",760,"Bhutan",2002,1,0,0,0,0,0,0,0,0,0,0,0
"301",760,"Bhutan",2003,1,0,0,0,0,0,0,0,0,0,0,0
"302",760,"Bhutan",2004,1,0,0,0,0,0,0,0,0,0,0,0
"303",760,"Bhutan",2005,1,0,0,0,0,0,0,0,0,0,0,0
"304",760,"Bhutan",2006,1,0,0,0,0,0,0,0,0,0,0,0
"305",760,"Bhutan",2007,1,0,0,0,0,0,0,0,0,0,0,0
"306",760,"Bhutan",2008,1,0,0,0,0,0,0,1,0,0,0,0
"307",760,"Bhutan",2009,1,0,0,0,0,0,0,0,0,0,0,0
"308",760,"Bhutan",2010,1,0,0,0,0,0,0,0,0,0,0,0
"309",760,"Bhutan",2011,1,1,0,0,0,1,1,0,0,0,0,0
"310",760,"Bhutan",2012,1,0,0,0,0,1,1,0,0,0,0,0
"311",760,"Bhutan",2013,1,0,0,0,0,1,1,0,0,0,0,0
"312",760,"Bhutan",2014,1,0,0,0,0,0,0,0,0,0,0,0
"313",145,"Bolivia",1994,0,0,0,0,0,0,0,0,0,0,0,0
"314",145,"Bolivia",1995,0,0,0,0,0,0,0,0,0,0,0,0
"315",145,"Bolivia",1996,0,0,0,0,0,0,0,0,0,0,0,0
"316",145,"Bolivia",1997,0,0,0,0,0,0,0,0,0,0,0,0
"317",145,"Bolivia",1998,0,0,0,0,0,0,0,0,0,0,0,0
"318",145,"Bolivia",1999,0,0,1,0,0,0,0,1,0,0,0,0
"319",145,"Bolivia",2000,1,0,0,0,0,0,0,1,0,0,0,0
"320",145,"Bolivia",2001,1,0,0,0,0,0,0,1,0,0,0,0
"321",145,"Bolivia",2002,0,0,0,0,0,0,0,0,0,0,0,0
"322",145,"Bolivia",2003,0,0,0,0,0,0,0,0,0,0,0,0
"323",145,"Bolivia",2004,0,0,0,0,0,0,0,0,0,0,0,0
"324",145,"Bolivia",2005,0,0,0,0,0,0,0,0,0,0,0,0
"325",145,"Bolivia",2006,0,0,0,0,0,0,0,0,0,0,0,0
"326",145,"Bolivia",2007,0,0,0,0,0,0,0,0,0,0,0,0
"327",145,"Bolivia",2008,0,0,0,0,0,0,0,0,0,0,0,0
"328",145,"Bolivia",2009,0,0,0,0,0,0,0,0,0,0,0,0
"329",145,"Bolivia",2010,0,0,0,0,0,0,0,0,0,0,0,0
"330",145,"Bolivia",2011,0,0,0,0,0,0,0,0,0,0,0,0
"331",145,"Bolivia",2012,0,0,0,0,0,0,0,0,0,0,0,0
"332",145,"Bolivia",2013,0,0,0,0,0,0,0,0,0,0,0,0
"333",145,"Bolivia",2014,1,0,0,0,0,1,1,0,0,0,0,0
"334",346,"Bosnia-Herzegovina",1994,0,0,0,0,0,0,0,0,0,0,0,0
"335",346,"Bosnia-Herzegovina",1995,0,0,0,0,0,0,0,0,0,0,0,0
"336",346,"Bosnia-Herzegovina",1996,1,1,0,0,0,0,0,1,0,0,1,0
"337",346,"Bosnia-Herzegovina",1997,1,0,0,0,0,0,0,1,0,0,0,0
"338",346,"Bosnia-Herzegovina",1998,1,1,0,0,0,0,0,1,0,0,0,0
"339",346,"Bosnia-Herzegovina",1999,1,1,0,0,0,0,0,0,0,0,0,0
"340",346,"Bosnia-Herzegovina",2000,0,0,0,0,0,0,0,0,0,0,0,0
"341",346,"Bosnia-Herzegovina",2001,0,0,0,0,0,0,0,0,0,0,0,0
"342",346,"Bosnia-Herzegovina",2002,0,0,0,0,0,0,0,0,0,0,0,0
"343",346,"Bosnia-Herzegovina",2003,0,0,0,0,0,0,0,0,0,0,0,0
"344",346,"Bosnia-Herzegovina",2004,0,0,0,0,0,0,0,0,0,0,0,0
"345",346,"Bosnia-Herzegovina",2005,0,0,0,0,0,0,0,0,0,0,0,0
"346",346,"Bosnia-Herzegovina",2006,0,0,0,0,0,0,0,0,0,0,0,0
"347",346,"Bosnia-Herzegovina",2007,0,0,0,0,0,0,0,0,0,0,0,0
"348",346,"Bosnia-Herzegovina",2008,0,0,0,0,0,0,0,0,0,0,0,0
"349",346,"Bosnia-Herzegovina",2009,0,0,0,0,0,0,0,0,0,0,0,0
"350",346,"Bosnia-Herzegovina",2010,1,0,0,0,1,0,0,0,0,0,0,0
"351",346,"Bosnia-Herzegovina",2011,1,0,0,0,0,0,0,0,0,0,0,1
"352",346,"Bosnia-Herzegovina",2012,1,0,0,0,0,0,0,0,0,0,0,1
"353",346,"Bosnia-Herzegovina",2013,1,0,0,0,0,0,0,0,0,0,0,1
"354",346,"Bosnia-Herzegovina",2014,1,0,0,0,1,0,0,0,0,0,0,0
"355",571,"Botswana",1994,0,0,0,0,0,0,0,0,0,0,0,0
"356",571,"Botswana",1995,0,0,0,0,0,0,0,0,0,0,0,0
"357",571,"Botswana",1996,0,0,0,0,0,0,0,0,0,0,0,0
"358",571,"Botswana",1997,0,0,0,0,0,0,0,0,0,0,0,0
"359",571,"Botswana",1998,0,0,0,0,0,0,0,0,0,0,0,0
"360",571,"Botswana",1999,0,0,0,0,0,0,0,0,0,0,0,0
"361",571,"Botswana",2000,0,0,0,0,0,0,0,0,0,0,0,0
"362",571,"Botswana",2001,0,0,0,0,0,0,0,0,0,0,0,0
"363",571,"Botswana",2002,0,0,0,0,0,0,0,0,0,0,0,0
"364",571,"Botswana",2003,0,0,0,0,0,0,0,0,0,0,0,0
"365",571,"Botswana",2004,0,0,0,0,0,0,0,0,0,0,0,0
"366",571,"Botswana",2005,1,0,1,0,0,0,0,1,1,0,0,0
"367",571,"Botswana",2006,1,0,0,0,0,0,0,0,0,0,0,0
"368",571,"Botswana",2007,1,0,0,0,0,1,1,0,0,0,0,0
"369",571,"Botswana",2008,1,0,0,0,0,1,0,0,0,0,0,0
"370",571,"Botswana",2009,1,0,0,0,0,1,0,0,0,0,0,0
"371",571,"Botswana",2010,1,0,0,0,0,1,0,0,0,0,0,0
"372",571,"Botswana",2011,0,0,0,0,0,0,0,0,0,0,0,0
"373",571,"Botswana",2012,0,0,0,0,0,0,0,0,0,0,0,0
"374",571,"Botswana",2013,0,0,0,0,0,0,0,0,0,0,0,0
"375",571,"Botswana",2014,0,0,0,0,0,0,0,0,0,0,0,0
"376",140,"Brazil",1994,0,0,0,0,0,0,0,0,0,0,0,0
"377",140,"Brazil",1995,0,0,0,0,0,0,0,0,0,0,0,0
"378",140,"Brazil",1996,0,0,0,0,0,0,0,0,0,0,0,0
"379",140,"Brazil",1997,0,0,0,0,0,0,0,0,0,0,0,0
"380",140,"Brazil",1998,0,0,0,0,0,0,0,0,0,0,0,0
"381",140,"Brazil",1999,1,0,0,0,0,0,0,1,0,0,0,0
"382",140,"Brazil",2000,1,0,0,0,0,0,0,1,0,0,0,0
"383",140,"Brazil",2001,1,0,0,0,0,0,0,1,0,0,0,0
"384",140,"Brazil",2002,1,0,0,0,0,0,0,1,0,0,0,0
"385",140,"Brazil",2003,1,1,0,0,0,0,0,1,0,0,0,0
"386",140,"Brazil",2004,1,0,0,0,0,0,0,1,0,0,0,0
"387",140,"Brazil",2005,1,0,0,0,0,0,0,1,0,0,0,0
"388",140,"Brazil",2006,1,0,0,0,0,0,0,1,0,0,0,0
"389",140,"Brazil",2007,1,0,0,0,0,0,0,1,0,0,0,0
"390",140,"Brazil",2008,1,0,0,0,0,0,0,1,0,0,0,0
"391",140,"Brazil",2009,1,0,0,0,0,0,0,1,0,0,0,0
"392",140,"Brazil",2010,1,0,0,0,0,0,0,1,0,0,0,0
"393",140,"Brazil",2011,0,0,0,0,0,0,0,0,0,0,0,1
"394",140,"Brazil",2012,0,0,0,0,0,0,0,0,0,0,0,0
"395",140,"Brazil",2013,0,0,0,0,0,0,0,0,0,0,0,1
"396",140,"Brazil",2014,0,0,0,0,0,0,0,0,0,0,0,0
"397",835,"Brunei",1994,0,0,0,0,0,0,0,0,0,0,0,0
"398",835,"Brunei",1995,0,0,0,0,0,0,0,0,0,0,0,0
"399",835,"Brunei",1996,0,0,0,0,0,0,0,0,0,0,0,0
"400",835,"Brunei",1997,0,0,0,0,0,0,0,0,0,0,0,0
"401",835,"Brunei",1998,0,0,0,0,0,0,0,0,0,0,0,0
"402",835,"Brunei",1999,0,0,0,0,0,0,0,0,0,0,0,0
"403",835,"Brunei",2000,1,0,0,0,0,0,0,0,0,0,0,0
"404",835,"Brunei",2001,1,0,0,0,0,0,0,0,0,0,0,0
"405",835,"Brunei",2002,1,0,0,0,0,0,0,1,0,1,0,0
"406",835,"Brunei",2003,1,0,0,0,0,0,0,1,0,1,0,0
"407",835,"Brunei",2004,1,0,0,0,0,0,0,1,0,1,0,0
"408",835,"Brunei",2005,1,0,0,0,0,0,0,0,0,0,0,0
"409",835,"Brunei",2006,1,0,0,0,0,0,0,0,0,0,0,0
"410",835,"Brunei",2007,1,0,0,0,0,0,0,0,0,0,0,0
"411",835,"Brunei",2008,1,0,0,0,0,0,0,0,0,1,0,0
"412",835,"Brunei",2009,1,0,0,0,0,0,0,0,0,1,0,0
"413",835,"Brunei",2010,1,0,0,0,0,0,0,0,0,1,0,0
"414",835,"Brunei",2011,1,0,0,0,0,0,0,0,0,0,0,0
"415",835,"Brunei",2012,1,0,0,0,0,0,0,0,0,0,0,0
"416",835,"Brunei",2013,1,0,0,0,0,0,0,0,0,0,0,0
"417",835,"Brunei",2014,1,0,0,0,0,0,0,0,0,0,0,0
"418",355,"Bulgaria",1994,0,0,0,0,0,0,0,0,0,0,0,0
"419",355,"Bulgaria",1995,0,0,0,0,0,0,0,0,0,0,0,0
"420",355,"Bulgaria",1996,0,0,0,0,0,0,0,0,0,0,0,0
"421",355,"Bulgaria",1997,1,1,0,0,0,0,0,0,0,0,0,0
"422",355,"Bulgaria",1998,1,1,0,0,0,0,0,0,0,0,0,0
"423",355,"Bulgaria",1999,0,0,0,0,0,0,0,0,0,0,0,0
"424",355,"Bulgaria",2000,0,0,0,0,0,0,0,0,0,0,0,0
"425",355,"Bulgaria",2001,0,0,0,0,0,0,0,0,0,0,0,0
"426",355,"Bulgaria",2002,0,0,0,0,0,0,0,0,0,0,0,0
"427",355,"Bulgaria",2003,0,0,0,0,0,0,0,0,0,0,0,0
"428",355,"Bulgaria",2004,0,0,0,0,0,0,0,0,0,0,0,0
"429",355,"Bulgaria",2005,0,0,0,0,0,0,0,0,0,0,0,0
"430",355,"Bulgaria",2006,0,0,0,0,0,0,0,0,0,0,0,0
"431",355,"Bulgaria",2007,0,0,0,0,0,0,0,0,0,0,0,0
"432",355,"Bulgaria",2008,0,0,0,0,0,0,0,0,0,0,0,0
"433",355,"Bulgaria",2009,0,0,0,0,0,0,0,0,0,0,0,0
"434",355,"Bulgaria",2010,0,0,0,0,0,0,0,0,0,0,0,0
"435",355,"Bulgaria",2011,0,0,0,0,0,0,0,0,0,0,0,0
"436",355,"Bulgaria",2012,0,0,0,0,0,0,0,0,0,0,0,0
"437",355,"Bulgaria",2013,0,0,0,0,0,0,0,0,0,0,0,0
"438",355,"Bulgaria",2014,1,0,0,0,0,0,0,1,0,1,0,0
"439",439,"Burkina Faso",1994,0,0,0,0,0,0,0,0,0,0,0,0
"440",439,"Burkina Faso",1995,1,0,0,0,0,0,0,1,0,0,0,0
"441",439,"Burkina Faso",1996,0,0,0,0,0,0,0,0,0,0,0,0
"442",439,"Burkina Faso",1997,0,0,0,0,0,0,0,0,0,0,0,0
"443",439,"Burkina Faso",1998,0,0,0,0,0,0,0,0,0,0,0,0
"444",439,"Burkina Faso",1999,1,0,0,0,1,0,0,0,0,0,0,0
"445",439,"Burkina Faso",2000,1,0,0,0,1,0,0,1,0,0,0,0
"446",439,"Burkina Faso",2001,1,0,0,0,1,0,0,1,1,2,0,0
"447",439,"Burkina Faso",2002,1,0,0,0,0,0,0,0,0,2,0,0
"448",439,"Burkina Faso",2003,0,0,0,0,0,0,0,0,0,0,0,0
"449",439,"Burkina Faso",2004,0,0,0,0,0,0,0,0,0,0,0,0
"450",439,"Burkina Faso",2005,1,0,0,0,0,0,0,0,0,0,0,0
"451",439,"Burkina Faso",2006,1,0,0,0,0,0,0,0,0,0,0,0
"452",439,"Burkina Faso",2007,1,0,0,0,0,0,0,0,0,0,0,0
"453",439,"Burkina Faso",2008,0,0,0,0,0,0,0,0,0,0,0,0
"454",439,"Burkina Faso",2009,0,0,0,0,0,0,0,0,0,0,0,0
"455",439,"Burkina Faso",2010,0,0,0,0,0,0,0,0,0,0,0,0
"456",439,"Burkina Faso",2011,0,0,0,0,0,0,0,0,0,0,0,1
"457",439,"Burkina Faso",2012,0,0,0,0,0,0,0,0,0,0,0,1
"458",439,"Burkina Faso",2013,0,0,0,0,0,0,0,0,0,0,0,0
"459",439,"Burkina Faso",2014,0,0,0,0,0,0,0,0,0,0,0,0
"460",516,"Burundi",1994,1,1,0,0,0,0,0,0,0,0,0,0
"461",516,"Burundi",1995,1,0,1,0,0,0,0,1,0,0,0,0
"462",516,"Burundi",1996,1,0,1,0,0,0,0,1,0,0,0,0
"463",516,"Burundi",1997,1,0,1,0,0,0,0,1,0,0,0,0
"464",516,"Burundi",1998,1,0,1,0,0,0,0,0,0,0,0,0
"465",516,"Burundi",1999,1,0,1,0,0,0,0,1,0,0,0,0
"466",516,"Burundi",2000,1,1,1,0,0,0,0,0,0,0,0,0
"467",516,"Burundi",2001,1,1,1,0,0,0,0,1,0,0,0,0
"468",516,"Burundi",2002,1,1,1,0,0,0,0,0,0,0,0,0
"469",516,"Burundi",2003,1,1,1,0,0,0,0,1,0,0,0,0
"470",516,"Burundi",2004,1,1,1,0,0,0,0,1,1,0,0,0
"471",516,"Burundi",2005,1,1,0,0,0,1,0,1,0,0,0,0
"472",516,"Burundi",2006,1,1,0,0,0,1,0,1,1,0,0,1
"473",516,"Burundi",2007,1,1,0,0,0,0,0,1,0,0,0,0
"474",516,"Burundi",2008,1,0,0,0,0,0,0,1,0,0,0,0
"475",516,"Burundi",2009,1,0,0,0,0,0,0,1,0,0,0,0
"476",516,"Burundi",2010,1,0,0,0,0,0,1,2,0,0,0,0
"477",516,"Burundi",2011,1,0,0,0,0,1,1,1,0,0,0,0
"478",516,"Burundi",2012,1,0,0,0,0,0,0,1,0,0,0,0
"479",516,"Burundi",2013,1,0,0,0,0,0,0,1,0,0,0,0
"480",516,"Burundi",2014,1,0,0,0,0,0,0,1,1,0,0,1
"481",811,"Cambodia",1994,1,0,0,0,0,0,0,1,2,0,0,0
"482",811,"Cambodia",1995,1,0,0,0,0,1,0,1,0,0,0,0
"483",811,"Cambodia",1996,0,0,0,0,0,0,0,1,0,0,0,0
"484",811,"Cambodia",1997,0,0,0,0,0,0,0,0,0,0,0,0
"485",811,"Cambodia",1998,1,1,0,0,0,0,0,0,0,0,0,0
"486",811,"Cambodia",1999,1,1,0,0,0,0,0,0,1,0,0,0
"487",811,"Cambodia",2000,1,0,0,0,0,0,0,1,1,0,0,0
"488",811,"Cambodia",2001,1,1,0,0,0,0,0,1,0,0,0,0
"489",811,"Cambodia",2002,1,1,0,0,0,0,0,1,0,0,0,0
"490",811,"Cambodia",2003,1,0,0,0,0,0,0,1,0,0,0,0
"491",811,"Cambodia",2004,1,0,0,0,0,0,0,1,0,0,0,0
"492",811,"Cambodia",2005,1,0,0,0,0,1,1,2,1,0,0,0
"493",811,"Cambodia",2006,1,0,1,0,0,0,0,2,2,0,0,0
"494",811,"Cambodia",2007,1,0,0,0,0,0,0,2,1,0,0,0
"495",811,"Cambodia",2008,1,0,1,0,0,0,0,2,0,1,0,0
"496",811,"Cambodia",2009,1,0,1,0,0,0,0,2,1,1,0,0
"497",811,"Cambodia",2010,1,0,1,0,0,0,0,2,1,1,0,0
"498",811,"Cambodia",2011,1,0,0,0,0,0,0,2,0,0,0,0
"499",811,"Cambodia",2012,1,0,0,0,0,0,0,2,0,0,0,0
"500",811,"Cambodia",2013,1,0,0,0,1,0,0,2,0,0,0,0
"501",811,"Cambodia",2014,1,0,0,0,0,0,0,2,0,0,0,0
"502",471,"Cameroon",1994,1,1,0,0,0,1,0,1,0,0,0,0
"503",471,"Cameroon",1995,1,1,0,0,0,0,0,1,1,0,0,0
"504",471,"Cameroon",1996,1,1,0,0,0,0,0,1,0,0,0,0
"505",471,"Cameroon",1997,1,1,0,0,0,0,0,1,1,0,0,0
"506",471,"Cameroon",1998,1,1,0,0,0,0,0,0,0,0,0,0
"507",471,"Cameroon",1999,1,1,0,0,0,0,0,2,1,0,0,0
"508",471,"Cameroon",2000,1,1,0,0,0,0,0,2,0,0,0,0
"509",471,"Cameroon",2001,1,1,0,0,0,0,0,2,1,0,0,0
"510",471,"Cameroon",2002,1,1,1,0,0,0,0,2,1,0,0,0
"511",471,"Cameroon",2003,1,1,0,0,0,0,0,2,2,0,0,0
"512",471,"Cameroon",2004,1,1,0,0,0,0,0,2,2,0,0,0
"513",471,"Cameroon",2005,1,1,0,0,0,0,0,1,0,0,0,0
"514",471,"Cameroon",2006,1,1,0,0,0,0,0,1,0,0,0,0
"515",471,"Cameroon",2007,1,1,0,0,0,0,0,1,0,0,0,0
"516",471,"Cameroon",2008,1,0,1,0,0,0,0,2,1,0,0,0
"517",471,"Cameroon",2009,1,0,1,0,0,1,1,2,1,1,0,0
"518",471,"Cameroon",2010,1,0,1,0,0,0,0,2,1,0,0,0
"519",471,"Cameroon",2011,1,1,0,0,0,0,0,2,1,1,0,0
"520",471,"Cameroon",2012,1,1,0,0,0,0,0,2,1,0,0,0
"521",471,"Cameroon",2013,1,1,0,0,0,0,0,2,1,0,0,0
"522",471,"Cameroon",2014,1,1,0,0,0,0,0,2,0,1,0,0
"523",402,"Cape Verde",1994,0,0,0,0,0,0,0,0,0,0,0,0
"524",402,"Cape Verde",1995,0,0,0,0,0,0,0,0,0,0,0,0
"525",402,"Cape Verde",1996,0,0,0,0,0,0,0,0,0,0,0,0
"526",402,"Cape Verde",1997,0,0,0,0,0,0,0,0,0,0,0,0
"527",402,"Cape Verde",1998,0,0,0,0,0,0,0,0,0,0,0,0
"528",402,"Cape Verde",1999,0,0,0,0,0,0,0,0,0,0,0,0
"529",402,"Cape Verde",2000,0,0,0,0,0,0,0,0,0,0,0,0
"530",402,"Cape Verde",2001,0,0,0,0,0,0,0,0,0,0,0,0
"531",402,"Cape Verde",2002,0,0,0,0,0,0,0,0,0,0,0,0
"532",402,"Cape Verde",2003,0,0,0,0,0,0,0,0,0,0,0,0
"533",402,"Cape Verde",2004,0,0,0,0,0,0,0,0,0,0,0,0
"534",402,"Cape Verde",2005,0,0,0,0,0,0,0,0,0,0,0,0
"535",402,"Cape Verde",2006,0,0,0,0,0,0,0,0,0,0,0,0
"536",402,"Cape Verde",2007,0,0,0,0,0,0,0,0,0,0,0,0
"537",402,"Cape Verde",2008,0,0,0,0,0,0,0,0,0,0,0,0
"538",402,"Cape Verde",2009,0,0,0,0,0,0,0,0,0,0,0,0
"539",402,"Cape Verde",2010,0,0,0,0,0,0,0,0,0,0,0,0
"540",402,"Cape Verde",2011,0,0,0,0,0,0,0,0,0,0,0,0
